pixel,1067A,1072A,1077A,1082A,1087A,1092A,1097A,1102A,1107A,1112A,1117A,1122A,1127A,1132A,1137A,1142A,1147A,1152A,1157A,1162A,1167A,1172A,1177A,1182A,1187A,1192A,1197A,1202A,1207A,1227A,1232A,1237A,1242A,1247A,1252A,1257A,1262A,1267A,1272A,1277A,1282A,1287A,1292A,1297A,1302A,1307A,1312A,1317A,1322A,1327A,1332A,1337A,1342A,1347A,1352A,1357A,1362A
89,3.5169137886691196e-05,3.544695730716005e-05,3.560924068228116e-05,3.5619481506663066e-05,3.6124607612984085e-05,3.6043755341879715e-05,3.657660401261534e-05,3.639425262064947e-05,3.6770468764926936e-05,3.747196712276364e-05,3.7546472228836515e-05,3.797784876147847e-05,3.8179724751124154e-05,3.8140288092264804e-05,3.79678740872181e-05,3.762901385669522e-05,3.8845431690168535e-05,3.892150948776347e-05,3.815031899321856e-05,3.790708160066807e-05,3.8470631346217435e-05,3.8441188139624546e-05,3.8128276620146106e-05,3.756361385171892e-05,3.8458400674418127e-05,3.788480358535229e-05,3.715787465062791e-05,3.8287932919831455e-05,3.756396613271178e-05,3.823559596956186e-05,3.829563477021562e-05,3.7723911535058756e-05,3.8687729503111514e-05,3.749592542902088e-05,3.899814017931427e-05,3.889646686694983e-05,4.058657624582601e-05,3.980121941135832e-05,4.0960635000029996e-05,3.9620108234763454e-05,4.0951856079724486e-05,4.016534417345953e-05,4.1647844116516e-05,4.111048665838645e-05,4.1837355775171496e-05,4.2140219238815145e-05,4.234312529826653e-05,4.3273067093721635e-05,4.225328810909577e-05,4.2772344130416495e-05,4.255077245349043e-05,4.2224248102503705e-05,4.337946987970689e-05,4.2175922602561604e-05,4.216420166997926e-05,4.378262367221963e-05,4.2534928951455604e-05
90,3.642648627754116e-05,3.6834676449937595e-05,3.696430981616864e-05,3.701005926758475e-05,3.753622778456299e-05,3.748272210141592e-05,3.8140414311337046e-05,3.789997932507987e-05,3.822485073133989e-05,3.9059428382777066e-05,3.909052293783919e-05,3.938373039764259e-05,3.948513980823872e-05,3.939077024919092e-05,3.903946944334391e-05,3.8538259889850935e-05,3.981991154266905e-05,3.9871526433710383e-05,3.897400169111639e-05,3.871043325760936e-05,3.918143543145443e-05,3.919950001426951e-05,3.8949970643953975e-05,3.828562610598442e-05,3.9225778366520114e-05,3.86853115712973e-05,3.791494568312909e-05,3.900726455492685e-05,3.820122988108656e-05,3.9356538467967264e-05,3.945509693865764e-05,3.888492019288562e-05,3.994887572974328e-05,3.902148030626763e-05,4.075796399896694e-05,4.066576137718466e-05,4.264447103310784e-05,4.154032284093891e-05,4.296873021751773e-05,4.151683341945854e-05,4.299148349601752e-05,4.223300547500503e-05,4.364309160585037e-05,4.3051296312940085e-05,4.3490446785667794e-05,4.3905472496561686e-05,4.3970996390373984e-05,4.482927156280843e-05,4.378190716201543e-05,4.424948600877104e-05,4.412180998568768e-05,4.3899077305698546e-05,4.5000749820400935e-05,4.4084478876740345e-05,4.4220177200370364e-05,4.6080057011081687e-05,4.48928193811159e-05
91,3.782417387524555e-05,3.830966087143173e-05,3.83838873703715e-05,3.852030594059685e-05,3.8985570703580124e-05,3.8976526920609576e-05,3.963095146826624e-05,3.935710644127779e-05,3.9536188846017134e-05,4.046426769407011e-05,4.0438986008988e-05,4.056955963732064e-05,4.0611748702934836e-05,4.040879647921134e-05,3.988906309077346e-05,3.9318915171977336e-05,4.064583372938684e-05,4.060116438605197e-05,3.971232964895224e-05,3.9441529320791385e-05,3.975909556011901e-05,3.987268309139636e-05,3.969068895379911e-05,3.9006100606480055e-05,4.005132614648904e-05,3.95717646124197e-05,3.885172169606728e-05,3.998193167575218e-05,3.913908247003461e-05,4.0882990584775874e-05,4.093173824524922e-05,4.0393600648965255e-05,4.1578096918538e-05,4.0920349403933725e-05,4.305355929983979e-05,4.2796386984002096e-05,4.4971928886617e-05,4.355196746087738e-05,4.5207181054462265e-05,4.371466528167055e-05,4.505971877270173e-05,4.433379153954569e-05,4.56030428258354e-05,4.4920034933386747e-05,4.506463328918103e-05,4.565315848311326e-05,4.562266304611236e-05,4.649069045205813e-05,4.558776900531882e-05,4.613234614818969e-05,4.610543765983775e-05,4.612266912075138e-05,4.72192960223286e-05,4.652962359389529e-05,4.6906106080888676e-05,4.899247063332546e-05,4.775757969234378e-05
92,3.9260989331370035e-05,3.978844848501288e-05,3.9822362542327884e-05,4.0047089338120944e-05,4.0389470945153774e-05,4.040000564865451e-05,4.088966958613119e-05,4.059913451422013e-05,4.0667000036676285e-05,4.160213076218574e-05,4.1511913066755826e-05,4.150412103375722e-05,4.1534181533308946e-05,4.121597968072713e-05,4.057530085929397e-05,4.002033147459256e-05,4.1372054457035096e-05,4.120564578024696e-05,4.0383020658627006e-05,4.010635770956791e-05,4.037236130945479e-05,4.0621666915998015e-05,4.0484675125995474e-05,3.991049655841857e-05,4.109131495750207e-05,4.066775555203013e-05,4.0055150240315254e-05,4.133798530853087e-05,4.0470051070315976e-05,4.2880680632589104e-05,4.2839888244553994e-05,4.2352073860058705e-05,4.375209628855288e-05,4.3258780535641774e-05,4.582067102870096e-05,4.524607229227201e-05,4.739459722636802e-05,4.5688448198260576e-05,4.74640521502368e-05,4.602518480994245e-05,4.701615858955511e-05,4.6311234816094504e-05,4.7481877476655825e-05,4.6768926591501975e-05,4.6814877937842294e-05,4.755532193072766e-05,4.762117449447765e-05,4.857101324218851e-05,4.792965576214584e-05,4.8654997513542184e-05,4.869678099876191e-05,4.8941451527211824e-05,5.008422497980949e-05,4.947195826688131e-05,5.016009999465357e-05,5.236508350827505e-05,5.10548248682721e-05
93,4.0670736171659225e-05,4.123048614521193e-05,4.118348724460173e-05,4.144029998805323e-05,4.1692736374021696e-05,4.163160364511576e-05,4.190193495903894e-05,4.1581551561590475e-05,4.1611602862389037e-05,4.250576837562964e-05,4.237351493418076e-05,4.227286829192392e-05,4.229661141754361e-05,4.187831288322352e-05,4.123857990402477e-05,4.0721151476560026e-05,4.204369519998569e-05,4.185024618437245e-05,4.108889006094876e-05,4.081940245131558e-05,4.124391458971359e-05,4.1657955026565525e-05,4.153474116659914e-05,4.114641796183316e-05,4.243037779400657e-05,4.2064843487772496e-05,4.1593773656473886e-05,4.314639260068186e-05,4.224842579694977e-05,4.537118529434103e-05,4.527014201078878e-05,4.4781100748639944e-05,4.649809992196778e-05,4.598485451928542e-05,4.878358289551888e-05,4.7780030317925294e-05,4.967987580303845e-05,4.7751952944003476e-05,4.9566277843784194e-05,4.828679085276717e-05,4.897268543342588e-05,4.830203637417594e-05,4.95414104645417e-05,4.8891020421244045e-05,4.9139907714606034e-05,4.992848135790119e-05,5.0280476368246444e-05,5.1263453142340146e-05,5.092733718713882e-05,5.1858828780405e-05,5.190482458612858e-05,5.227089394417497e-05,5.35114112352407e-05,5.286006880588327e-05,5.3949918747569344e-05,5.6111037353089967e-05,5.4799444426928806e-05
94,4.198643137544557e-05,4.260291134385042e-05,4.2391541364219235e-05,4.259970984239573e-05,4.286677514646567e-05,4.263640953692609e-05,4.274648300461005e-05,4.238811570891055e-05,4.241177621627026e-05,4.328667126943913e-05,4.320326061573812e-05,4.300594508033714e-05,4.30205916806466e-05,4.25435342738339e-05,4.2021953153492063e-05,4.154183502614684e-05,4.2783232868735823e-05,4.2732718925011716e-05,4.202700181847828e-05,4.1803626495278554e-05,4.255662272203637e-05,4.310852008862875e-05,4.2993234249537126e-05,4.279710798164256e-05,4.4133421514756455e-05,4.386038505311872e-05,4.355981145788733e-05,4.546161053181887e-05,4.4576877148701174e-05,4.8317449040108176e-05,4.817584856891736e-05,4.753950118982282e-05,4.9566018983572777e-05,4.8838464476502394e-05,5.158524466635169e-05,5.017323211989388e-05,5.173367853496888e-05,4.975033717512919e-05,5.162678656166657e-05,5.065630447825727e-05,5.129235143272989e-05,5.070601661347346e-05,5.219526409330451e-05,5.164387528952676e-05,5.227494891360892e-05,5.2995464222020345e-05,5.365615005205169e-05,5.4560436029051284e-05,5.452436770183528e-05,5.5663791553002186e-05,5.56757488476781e-05,5.606392283108033e-05,5.74734177044687e-05,5.676554701194732e-05,5.8316122670662963e-05,6.0358586403045825e-05,5.9165572441315636e-05
95,4.317763974535297e-05,4.387050352294632e-05,4.3498039908812186e-05,4.358724155281196e-05,4.391047338521763e-05,4.351897272874127e-05,4.354143513321473e-05,4.318284315649529e-05,4.320260334716492e-05,4.408113965360165e-05,4.4177129402929535e-05,4.383262384340304e-05,4.385271871201769e-05,4.337396264323035e-05,4.3050983360978607e-05,4.261415904463401e-05,4.378983132631746e-05,4.39961695987171e-05,4.3361981146451655e-05,4.3252737837287326e-05,4.438053206315042e-05,4.5014301847481e-05,4.492861794420837e-05,4.490025360995414e-05,4.632062003671531e-05,4.618615352422813e-05,4.60764701874447e-05,4.836069737554538e-05,4.7552918812405637e-05,5.152262617412843e-05,5.1303792257817245e-05,5.035173344049306e-05,5.2606337515347353e-05,5.157520239728189e-05,5.411525448561128e-05,5.248637374858644e-05,5.380087262175033e-05,5.2048678488086576e-05,5.4070630919893074e-05,5.353415181037321e-05,5.435083605794051e-05,5.386670226235879e-05,5.564134796726227e-05,5.517220885552451e-05,5.6148909932596656e-05,5.6764443251462194e-05,5.7617029933342284e-05,5.844022483621726e-05,5.865797162710637e-05,6.005634524231607e-05,6.00730746855542e-05,6.044530685701991e-05,6.210390169432088e-05,6.138058992621156e-05,6.334104167363242e-05,6.531115508292007e-05,6.429690461298059e-05
96,4.4343820015789455e-05,4.505531078035829e-05,4.4625067777756464e-05,4.459395536511855e-05,4.4875344646294834e-05,4.447233557569678e-05,4.444214746775821e-05,4.4112657175660794e-05,4.414831538151004e-05,4.502016899164613e-05,4.534684188915264e-05,4.488166701406896e-05,4.491446702932648e-05,4.447903389407925e-05,4.44113452350431e-05,4.4041468961482895e-05,4.525175496838664e-05,4.568746332712526e-05,4.515983758637378e-05,4.5276519550104685e-05,4.671979980997826e-05,4.742636515076551e-05,4.739778231990581e-05,4.751124346633392e-05,4.917025190434388e-05,4.9174398263706784e-05,4.922917632613877e-05,5.188101012404326e-05,5.109889425334568e-05,5.467455967925658e-05,5.437582777228445e-05,5.308126068413573e-05,5.552256197097815e-05,5.430204432525428e-05,5.67098299053759e-05,5.511126917585748e-05,5.636655802195493e-05,5.51179659980531e-05,5.7301185641994547e-05,5.7174857142104735e-05,5.8252080875574864e-05,5.783227825645414e-05,5.976945775638858e-05,5.941466134852352e-05,6.0606525435256884e-05,6.119207347531124e-05,6.21306675309146e-05,6.302050851132683e-05,6.344263246733189e-05,6.516333358373282e-05,6.52495271954538e-05,6.563507015434875e-05,6.753953289608371e-05,6.683714446022686e-05,6.901244655807141e-05,7.09563426890332e-05,7.013743792463224e-05
97,4.561772344462962e-05,4.624141836012929e-05,4.586414402848459e-05,4.581132187760428e-05,4.58914646177484e-05,4.5640123176111736e-05,4.5589542028959775e-05,4.526799556549317e-05,4.537626480297583e-05,4.618791743363384e-05,4.6716086314701126e-05,4.625792940056696e-05,4.629760406964623e-05,4.597565088111078e-05,4.61785799628522e-05,4.589351157151801e-05,4.728761372433842e-05,4.7888280859784255e-05,4.746034399609962e-05,4.792669904266687e-05,4.963158031943109e-05,5.0446842220057975e-05,5.053251042190287e-05,5.0726532417573044e-05,5.2798787753826124e-05,5.285777780279296e-05,5.2934665776901815e-05,5.585701965699181e-05,5.489751310102471e-05,5.7635566736156946e-05,5.741986927622615e-05,5.598494824779033e-05,5.8635360705855894e-05,5.746371647060865e-05,5.9910052598834055e-05,5.8477028317604286e-05,5.9782649590792484e-05,5.911721571810383e-05,6.139924452659607e-05,6.154972271670937e-05,6.29105664994615e-05,6.249504453704818e-05,6.446213443341926e-05,6.435779187964785e-05,6.567601092840025e-05,6.63951181446708e-05,6.736893274413595e-05,6.848287418945327e-05,6.90797158717828e-05,7.109250078676915e-05,7.125666698664062e-05,7.168485683756782e-05,7.371982852523769e-05,7.305743437420146e-05,7.519704071951316e-05,7.709215118780926e-05,7.650967095956504e-05
98,4.7068283943746225e-05,4.75670201572669e-05,4.725270423235511e-05,4.729261613827717e-05,4.7147511453269426e-05,4.706423350709213e-05,4.703618074718726e-05,4.670237526705838e-05,4.695813584226282e-05,4.766334226363944e-05,4.837215918638277e-05,4.8051736594434744e-05,4.81353301804608e-05,4.800929942127568e-05,4.848480683016156e-05,4.8299760275282596e-05,4.996784108852403e-05,5.0782158476820774e-05,5.039991293522738e-05,5.1246935334056236e-05,5.325329412375271e-05,5.420610038572364e-05,5.444624141183317e-05,5.455709342100072e-05,5.7082874141466345e-05,5.702090542369716e-05,5.691422651351783e-05,5.9914347894475905e-05,5.8611930613851135e-05,6.068621213531053e-05,6.0827374533341893e-05,5.957548734070774e-05,6.2429214960194e-05,6.144532070872633e-05,6.401708093241884e-05,6.272284393541496e-05,6.408280280738947e-05,6.39142861401084e-05,6.62572933985779e-05,6.662972034331401e-05,6.834775138603645e-05,6.786541213914371e-05,6.982668583549391e-05,7.013620632192193e-05,7.155046150424083e-05,7.257183042408832e-05,7.354217092242882e-05,7.486798492597341e-05,7.559093843026423e-05,7.775332594276755e-05,7.795437777044526e-05,7.842175672308662e-05,8.04615273181417e-05,7.98265355219203e-05,8.181499936497551e-05,8.362554151562703e-05,8.33099598181492e-05
99,4.872024939809952e-05,4.914904679738687e-05,4.8839686541701064e-05,4.89938435434283e-05,4.876476346298966e-05,4.8762417346936515e-05,4.880057928589805e-05,4.848334306509505e-05,4.897341863250363e-05,4.960081010529931e-05,5.0494404923749046e-05,5.0377371443654205e-05,5.0635399325855984e-05,5.074833881614229e-05,5.14941573633049e-05,5.146699669759531e-05,5.340564480830053e-05,5.458140896905448e-05,5.423855312992225e-05,5.5296554026360644e-05,5.7672163554166724e-05,5.8720751149562255e-05,5.897178394516108e-05,5.8780178069986534e-05,6.161715925039381e-05,6.125446693810582e-05,6.0904741237818614e-05,6.3814901883083e-05,6.22335749277106e-05,6.433397073079858e-05,6.501714375431495e-05,6.419552256483186e-05,6.716373450026703e-05,6.631258593385535e-05,6.897959022146693e-05,6.776851892414507e-05,6.925057525960987e-05,6.945521674075028e-05,7.188825357269409e-05,7.257586137069812e-05,7.472403072454374e-05,7.411876540729222e-05,7.609946166453518e-05,7.687921524935581e-05,7.833862332059595e-05,7.972017834390945e-05,8.065093276273768e-05,8.201253069926601e-05,8.278974849813329e-05,8.489564517629765e-05,8.51378452302081e-05,8.567717324795823e-05,8.765719540585986e-05,8.697205772676261e-05,8.88935023158953e-05,9.062875520453853e-05,9.054434056675044e-05
100,5.06324506675767e-05,5.103339007906114e-05,5.072608439010443e-05,5.0934082737840834e-05,5.079325846240248e-05,5.083131913939636e-05,5.098766391505145e-05,5.075331824884543e-05,5.157155266388785e-05,5.220289695331541e-05,5.3326173250018936e-05,5.342173814028376e-05,5.3996838731993955e-05,5.438364045097506e-05,5.538345822102065e-05,5.559659302031557e-05,5.7760850918271726e-05,5.937862055972748e-05,5.9114238930446985e-05,6.0027235835109775e-05,6.269503821720358e-05,6.369985253241631e-05,6.365628792800319e-05,6.304024733662394e-05,6.600659182704055e-05,6.535455130847894e-05,6.499070193621217e-05,6.781598250217792e-05,6.617345705244689e-05,6.891291944620805e-05,7.011442403310099e-05,6.979880877657251e-05,7.282410176437978e-05,7.202467554766501e-05,7.470319455545949e-05,7.366211825919009e-05,7.542926119050279e-05,7.590891932306074e-05,7.851273611116678e-05,7.961259490853327e-05,8.210891661982093e-05,8.136403677630213e-05,8.339441397016076e-05,8.453502853886382e-05,8.594235563003979e-05,8.756968347225503e-05,8.845370023358233e-05,8.970106561706999e-05,9.047326359814556e-05,9.235428363859744e-05,9.270002771121313e-05,9.338600340644832e-05,9.529134906254908e-05,9.445468716895721e-05,9.649944831696332e-05,9.817947437106556e-05,9.818484865285877e-05
101,5.291243492996506e-05,5.3282901078380126e-05,5.304432024937233e-05,5.328606077480242e-05,5.33473052314734e-05,5.349111270920182e-05,5.381643025438312e-05,5.371869944265215e-05,5.492464995862215e-05,5.565953250809277e-05,5.7118757175692396e-05,5.741559661605187e-05,5.836244189175102e-05,5.9059558841830116e-05,6.028729562381709e-05,6.075734251177406e-05,6.304499174478947e-05,6.495334603290333e-05,6.472046693562153e-05,6.515336543025167e-05,6.785901744134836e-05,6.869399709580162e-05,6.81980803369861e-05,6.723714369424554e-05,7.027066414788886e-05,6.96116040929072e-05,6.960004045994691e-05,7.249322267281828e-05,7.093966064275591e-05,7.45368481949491e-05,7.611450140994362e-05,7.623155617162757e-05,7.937717620503366e-05,7.867962546532032e-05,8.133217406876156e-05,8.070234079745929e-05,8.279860664510371e-05,8.348554437514424e-05,8.630058824240575e-05,8.775086495971955e-05,9.03222654669701e-05,8.947261433692829e-05,9.155203781904399e-05,9.28514934635067e-05,9.417813620498259e-05,9.584866139543844e-05,9.672625036857857e-05,9.780066877492672e-05,9.85051323790965e-05,0.00010016869794990692,0.00010065878030464032,0.0001015249151047564,0.00010335219313417804,0.0001023103045229314,0.00010466231638889263,0.0001062618280112271,0.00010612346582866137
102,5.5667800397188036e-05,5.604749217597597e-05,5.5931868225781055e-05,5.63053592911701e-05,5.6618267366253356e-05,5.701426096925052e-05,5.755205115118363e-05,5.7603782211274936e-05,5.9160922451877906e-05,6.010150562894031e-05,6.2059982461178e-05,6.252655837617808e-05,6.380354157748078e-05,6.474781446477829e-05,6.609886698321619e-05,6.669544396821051e-05,6.893874506870765e-05,7.077955141586339e-05,7.044036561058519e-05,7.033863096220283e-05,7.282174405550013e-05,7.35626280231495e-05,7.281503214132369e-05,7.176646665048177e-05,7.48912685738405e-05,7.45816035971717e-05,7.511996332866227e-05,7.818443816679401e-05,7.677427508444175e-05,8.130978211674839e-05,8.315281140804174e-05,8.360796440558367e-05,8.695657386551632e-05,8.645302431176119e-05,8.914158636902428e-05,8.910121162830029e-05,9.133113341006544e-05,9.21771503800366e-05,9.508115619118766e-05,9.666548353765911e-05,9.904247911383084e-05,9.822498224401216e-05,0.00010028191545977055,0.00010152966779616363,0.00010288058949706209,0.00010447756034419084,0.0001054291250364066,0.00010629795944618186,0.00010683588354407666,0.00010841703247061004,0.00010902456475004208,0.00011006282655615249,0.00011182267429688467,0.00011059297784545289,0.00011330618070461092,0.00011475106144356939,0.00011424673700512075
103,5.9014903688344324e-05,5.952802253769327e-05,5.9544511031328675e-05,6.02265061412196e-05,6.079124144294502e-05,6.159192655654214e-05,6.234051737448626e-05,6.260252871763671e-05,6.436559347777533e-05,6.559048505127573e-05,6.818103321272568e-05,6.870015162351595e-05,7.017347170446895e-05,7.114536930517955e-05,7.241222158795664e-05,7.287519398699579e-05,7.493269786135398e-05,7.643029444603014e-05,7.589047273527403e-05,7.561249734739235e-05,7.777798038420254e-05,7.867648506732411e-05,7.806014578508254e-05,7.72349857309501e-05,8.041290466109117e-05,8.061599414334604e-05,8.165518829665254e-05,8.488657101510758e-05,8.368870017099528e-05,8.940005078427075e-05,9.145530568570644e-05,9.221772358873575e-05,9.568963060624814e-05,9.534148982273017e-05,9.817673394296287e-05,9.865169493302394e-05,0.00010071770578302276,0.00010169633445661263,0.00010446153651957706,0.00010594683076111388,0.00010806515771535696,0.00010745871734522913,0.00010939913092321407,0.00011044732078222363,0.0001119262776430825,0.0001134430198724114,0.00011454070291340291,0.00011522244389733771,0.00011555262265146226,0.00011718323220333403,0.0001177668552484976,0.00011897136871024532,0.00012066131287888555,0.00011931758928698552,0.00012223993332647782,0.00012345049102356867,0.00012247141229385425
104,6.312527914765741e-05,6.390428782175692e-05,6.407145819603097e-05,6.518195658016169e-05,6.600908544645813e-05,6.728181093815793e-05,6.817623557142453e-05,6.881506931972208e-05,7.055728775707032e-05,7.209304876387066e-05,7.519681427224225e-05,7.558322332981308e-05,7.698622224571264e-05,7.779414316824602e-05,7.878475928272754e-05,7.889723958864748e-05,8.078301483919544e-05,8.204304396501343e-05,8.134363215243437e-05,8.14319328952726e-05,8.339861717449818e-05,8.458215458914044e-05,8.434184337785946e-05,8.394061226935436e-05,8.709256737486691e-05,8.776520686631188e-05,8.919964863971222e-05,9.263527541743372e-05,9.175832497256707e-05,9.887927896323625e-05,0.00010104501147938798,0.00010209775713105388,0.0001054308231623234,0.00010504859047791896,0.00010811439694028843,0.00010886254777125169,0.00011062106454098247,0.00011165106668875884,0.00011416130148734229,0.00011539617396496784,0.00011737881235486843,0.00011704803643673889,0.00011884400586999105,0.00011968161125511514,0.00012130253338596636,0.00012276277692534912,0.00012398605131520372,0.00012457751597056254,0.00012479614734697204,0.00012657554131390502,0.00012686049475521514,0.0001282258538965398,0.00012972004049681724,0.0001283617607660519,0.0001312822483030341,0.00013225036081105897,0.0001308608074863601
105,6.819112961849573e-05,6.926890181754279e-05,6.967575668851041e-05,7.125621616106268e-05,7.234078425681997e-05,7.407063807183207e-05,7.502114517896593e-05,7.610384436249203e-05,7.760343329537786e-05,7.936152438115491e-05,8.253108386879627e-05,8.270942628129982e-05,8.370912111467754e-05,8.437820414328005e-05,8.512187195065057e-05,8.493357090110525e-05,8.682647092451695e-05,8.822769523609323e-05,8.750819682851116e-05,8.825365325316766e-05,9.022669122632557e-05,9.160455711875208e-05,9.17599948520802e-05,9.1868682384734e-05,9.502019586409295e-05,9.610996925207542e-05,9.788542642297152e-05,0.00010172231077975176,0.00010120972657973668,0.0001095070983207948,0.00011152697309683948,0.00011282607374592337,0.0001158087067747313,0.00011519960069656612,0.00011856469252743335,0.0001193245538701543,0.00012090533901953609,0.0001217792619624905,0.00012414171348682282,0.0001250516613110168,0.00012708810230786249,0.0001270136780709675,0.0001286550684230784,0.00012940571321793198,0.00013116465018074837,0.00013258376029773845,0.00013376276819638365,0.00013435262306217452,0.00013449846967261562,0.00013646745492379265,0.00013625148041220806,0.000137784944932088,0.00013884008397687202,0.00013760981941615398,0.00014044547689217934,0.00014127019526706018,0.00013976675478068412
106,7.43678629702778e-05,7.5685568079801e-05,7.644491730565834e-05,7.853802602527891e-05,7.973707264011956e-05,8.187091899730905e-05,8.275715974346788e-05,8.403683876168266e-05,8.521013752471149e-05,8.697213939327231e-05,8.969040088090092e-05,8.979604215697216e-05,9.035379256836121e-05,9.100689091474942e-05,9.17679257801212e-05,9.161375157201868e-05,9.369741563362792e-05,9.55131234711496e-05,9.491117455085428e-05,9.622956789081192e-05,9.837685524727434e-05,9.988845000308828e-05,0.00010041396499609825,0.00010107302032752571,0.00010441813919957255,0.00010590160878724912,0.00010790236779023582,0.00011236568716551755,0.00011211474300446636,0.00012080853170780977,0.00012239207511104093,0.00012386998186446403,0.00012647700289196635,0.00012558264418847142,0.00012938305296944353,0.00012992624650547132,0.00013170327769710744,0.00013217733928988832,0.00013453866162092316,0.0001351218879074349,0.0001373734067512196,0.00013757207831761753,0.00013899774891148377,0.00013977431702588195,0.0001416035767355191,0.0001429437430240995,0.00014384242049225498,0.0001444742893671555,0.00014440824625141352,0.00014655341397823652,0.00014591880010292826,0.00014765853348989457,0.0001481905611628959,0.00014732035592786172,0.0001501279998654104,0.0001509855451340663,0.00014985380844880142
107,8.176728550867358e-05,8.325962618152919e-05,8.44210118746788e-05,8.696082043298917e-05,8.801719357467473e-05,9.03987558820052e-05,9.103655133079006e-05,9.207883216864477e-05,9.302895456972476e-05,9.462464808644674e-05,9.663447232588885e-05,9.698094433102082e-05,9.746447656133074e-05,9.818382700745856e-05,9.917786802917952e-05,9.944527637982282e-05,0.00010179377797323128,0.0001040892238322456,0.00010374092006323432,0.00010545209708081094,0.00010788239096284605,0.00010966629282202424,0.0001105806609812698,0.00011173820587012395,0.00011551822772051194,0.00011723632784709463,0.00011916518025661203,0.00012424989545379566,0.00012406917305098365,0.0001324278400479796,0.0001334919832179265,0.0001350737000169959,0.0001373883426079426,0.0001363215513652861,0.0001406818244869374,0.0001408644559847587,0.0001433108530265978,0.000143254428066724,0.00014556435679869006,0.00014588457503298346,0.00014831998888202805,0.00014872922816233416,0.00014991392616980017,0.00015067567686157882,0.00015241638389686872,0.00015367818803518866,0.00015415112634896647,0.00015489630635632645,0.00015455343045264663,0.00015687360687785445,0.00015611906654055868,0.00015819062908815288,0.00015852516838014196,0.00015830042736997784,0.00016118060870496615,0.0001622906880837465,0.00016204444599472636
108,9.038615107118853e-05,9.200892309812488e-05,9.349267691207817e-05,9.611368070125967e-05,9.683116875429696e-05,9.914554374927983e-05,9.936719429246895e-05,9.992851819436964e-05,0.00010087716266683736,0.00010241401062354368,0.00010382751638436751,0.0001047582513748025,0.00010555387047282386,0.00010642082903751202,0.00010767036177245793,0.00010858513832546971,0.00011126162770103708,0.00011405327602467256,0.00011412992085258152,0.0001161707530067854,0.00011894384700593313,0.00012118269938168743,0.00012241275003157604,0.00012384733318050514,0.0001281337462746698,0.0001297446723959939,0.00013127784590722926,0.00013673843565822745,0.00013645966653123362,0.00014442935203568777,0.00014502765962321826,0.00014666543539739035,0.00014884659139022128,0.0001478221599798621,0.000152710835597879,0.00015250893923005702,0.00015579128600526723,0.0001552066201657115,0.00015723308107367124,0.00015734554761643953,0.00015974018708122067,0.00016012168631272542,0.00016119752966127176,0.00016183699558215093,0.00016341327089394587,0.00016481337005396808,0.00016492302283649992,0.00016601251866519838,0.0001656288622499059,0.00016817298777402614,0.00016763132505446062,0.0001702974751589195,0.00017103996296142802,0.00017168423006635346,0.0001747118422674221,0.0001762649895100389,0.00017727689827316638
109,9.995721744355848e-05,0.00010165816816370781,0.00010321281295496623,0.00010540704632292884,0.0001057358171662984,0.00010768203143357896,0.0001075015246185828,0.00010777449647639324,0.00010897866157484173,0.0001107939191491334,0.00011201506951547276,0.00011367313797381044,0.00011490671513644141,0.00011608362918007552,0.00011750928743437828,0.00011920637784401748,0.00012225235331801552,0.0001256811416350445,0.00012624307725037328,0.00012856228671420493,0.00013166858461035257,0.0001343435130761156,0.00013556518473097228,0.00013706721323291456,0.00014161387126946298,0.0001429180651885232,0.0001439316728480066,0.00014945917831789144,0.00014902891678385187,0.00015716296104779738,0.00015729884220133336,0.00015897515080468718,0.00016117211441928742,0.0001603024738500173,0.00016551251601125254,0.0001650103053786591,0.00016869847964618389,0.00016771733739905022,0.00016926761046848622,0.00016917178839735537,0.00017146063629086482,0.00017160767484680019,0.00017286834751432438,0.00017348408376289176,0.00017502222883219705,0.00017691623089927282,0.00017702294040417894,0.0001789033719299673,0.00017887101087229454,0.00018173311980811675,0.0001816630826508091,0.000185213182032029,0.00018688591637383955,0.00018845362277286788,0.00019167432191644776,0.0001936882475109052,0.00019610015073625532
110,0.00010995787436986665,0.00011172626955700872,0.00011297017667434707,0.00011451777809811033,0.00011461052949326453,0.00011611587208840432,0.00011581821528365896,0.00011630828099491311,0.00011800218035836787,0.00012037764722077463,0.00012189294482957851,0.00012420699594327682,0.00012581604986651497,0.00012757519563549657,0.00012913465432983095,0.0001317043279873701,0.00013498258822079224,0.0001392044199854811,0.0001400632456602145,0.00014237988455028232,0.00014577597831883732,0.0001486365625298168,0.00014943790979807822,0.0001509853314044089,0.00015538847678337372,0.0001565448341840411,0.00015714097736031063,0.00016250397700297823,0.00016198364145803964,0.00017078618899440688,0.000170487537550655,0.0001720985773050409,0.00017430823194051708,0.0001734792965379634,0.00017867641485287146,0.00017811608439039392,0.0001814775647214453,0.0001804291062669084,0.00018163850315025721,0.00018134686190322632,0.00018386227272311156,0.00018388041862459,0.00018570844738811622,0.00018676593042375183,0.00018846936715124693,0.00019107199029218133,0.00019180756739669286,0.0001949402144694942,0.00019552799752875052,0.0001988280160955225,0.0001993061265363243,0.00020384673848404932,0.0002066546708411739,0.00020900913786198007,0.00021253209328725572,0.00021489811148180365,0.00021856160545910157
