pixel,1432A,1437A,1442A,1447A,1452A,1457A,1462A,1467A,1472A,1477A,1482A,1487A,1492A,1497A,1502A,1507A,1512A,1517A,1522A,1527A,1532A,1537A,1542A,1547A,1552A,1557A,1562A,1567A,1572A,1577A,1582A,1587A,1592A,1597A,1602A,1625A,1630A,1635A,1640A,1645A,1650A,1655A,1660A,1665A,1670A,1675A,1680A,1685A,1690A,1695A,1700A,1705A,1710A,1715A,1720A,1725A,1730A,1735A,1740A,1745A,1750A,1755A,1760A,1765A,1770A,1775A,1780A,1785A,1790A,1795A
39,1.1180645775304531e-05,1.11122497895746e-05,1.1443555514009418e-05,1.140916016025304e-05,1.156698956481788e-05,1.1827536199833575e-05,1.2097946773711565e-05,1.2518279607725185e-05,1.276476391489997e-05,1.2719577232589755e-05,1.288849390848772e-05,1.3003104851272881e-05,1.3259030483034011e-05,1.3500457423210305e-05,1.3670546784996886e-05,1.3935664760082685e-05,1.3881037930196298e-05,1.4082215703701333e-05,1.4009609716656704e-05,1.3984999246165054e-05,1.3968694846638465e-05,1.3878777497160608e-05,1.3628458494003078e-05,1.4065791067321164e-05,1.3980887699254578e-05,1.3887097926010641e-05,1.3912192972896756e-05,1.3770883471702995e-05,1.3693166398217993e-05,1.3626770931919153e-05,1.3737867544316378e-05,1.3760483567325079e-05,1.3941144138541986e-05,1.4045753730949137e-05,1.4043275255213427e-05,1.372761563211245e-05,1.3708690904154265e-05,1.4023264976148685e-05,1.4224401780212268e-05,1.4034478489342234e-05,1.4132808365380845e-05,1.399997645437778e-05,1.414251790141632e-05,1.4132582389934707e-05,1.3942951347509854e-05,1.4327639089327893e-05,1.4219573734931048e-05,1.4297370078511127e-05,1.4245445159829964e-05,1.4314740423818473e-05,1.4293397888727847e-05,1.4510176165712213e-05,1.4428471470967744e-05,1.4136607457844888e-05,1.4401565798457389e-05,1.4360167324946795e-05,1.4628633548138064e-05,1.4821323926562252e-05,1.4559506737532914e-05,1.44943588401781e-05,1.4668716641725654e-05,1.4598387843953266e-05,1.4761234330860114e-05,1.4815619142406365e-05,1.4900303921576221e-05,1.4891906418374579e-05,1.461666186612234e-05,1.4893064445696532e-05,1.518649807217015e-05,1.526158421791871e-05
40,1.1586241312628509e-05,1.1516061770674816e-05,1.1811610047548489e-05,1.175696174132886e-05,1.1901334271410575e-05,1.2158749116039638e-05,1.2461891049317025e-05,1.2864316200861775e-05,1.313223667808339e-05,1.3088818077491965e-05,1.328275327705446e-05,1.3455132432734893e-05,1.3669364280020527e-05,1.3928189687366669e-05,1.4062048626279956e-05,1.44203994624913e-05,1.4366136765173535e-05,1.4431020716102954e-05,1.4336337188748395e-05,1.4310694626570886e-05,1.4251334041296896e-05,1.41710321264763e-05,1.3908017472123623e-05,1.4256622882164127e-05,1.4172428114332251e-05,1.4165702805875185e-05,1.408956460797742e-05,1.3893150245056387e-05,1.3813819673151136e-05,1.3714024303760325e-05,1.3829457299639422e-05,1.3837258926905714e-05,1.3959487093673055e-05,1.412911320325883e-05,1.409054488505448e-05,1.379015142087747e-05,1.3840115516204673e-05,1.4111190552803348e-05,1.4308757485824661e-05,1.4168595750575149e-05,1.4187287765121885e-05,1.4148431628587045e-05,1.4338930564347762e-05,1.4364360295541327e-05,1.4128635989405756e-05,1.4561714625248791e-05,1.4493004602436596e-05,1.453911360070831e-05,1.4486051240781385e-05,1.4619186753623208e-05,1.4615916803614623e-05,1.4851223047859293e-05,1.4805279507539209e-05,1.4596400317935873e-05,1.4843882513907794e-05,1.4872965526426749e-05,1.5180562475137629e-05,1.5283265486413573e-05,1.5056726379808193e-05,1.4948531201274482e-05,1.5127347760612937e-05,1.5278663953827846e-05,1.5303710788074844e-05,1.5364862399600917e-05,1.549258150537463e-05,1.533960754520654e-05,1.5096699899371014e-05,1.543718364667709e-05,1.5685720787927296e-05,1.5749710240722017e-05
41,1.2047166022103075e-05,1.194886563252492e-05,1.2181008708309124e-05,1.2120207048092112e-05,1.2271901831285915e-05,1.2529850248954996e-05,1.2865617990793282e-05,1.3214177811902725e-05,1.3471499790735463e-05,1.344699564707541e-05,1.3675520082456853e-05,1.3874331701568808e-05,1.4060276294749701e-05,1.4315413116366232e-05,1.4423938402998135e-05,1.4816012184803839e-05,1.4742894329387567e-05,1.4706524836337128e-05,1.4596963051228918e-05,1.4531253491683499e-05,1.4456709176659009e-05,1.4412321026180313e-05,1.4160976397321027e-05,1.4401550213554353e-05,1.4350590814836289e-05,1.4414513570189728e-05,1.4263491921230967e-05,1.4030832111802242e-05,1.3956270666749393e-05,1.384061586821933e-05,1.3969271816295429e-05,1.3938500011949442e-05,1.3992394548712634e-05,1.4237760964537325e-05,1.4174582537824533e-05,1.3916413255394974e-05,1.4022214122360849e-05,1.4228670916174832e-05,1.4415232470477408e-05,1.4365343394352942e-05,1.4300004317074859e-05,1.4341141402564173e-05,1.4582194222007694e-05,1.4632503136043274e-05,1.4383709429767255e-05,1.4774626751456802e-05,1.4809031122456085e-05,1.4798879737691721e-05,1.479914980649017e-05,1.5004758412864505e-05,1.5036838995245499e-05,1.5273417497397294e-05,1.525916309675728e-05,1.5104382718325745e-05,1.5280683707938683e-05,1.5410531799569838e-05,1.573210755382669e-05,1.5770017202933654e-05,1.5544750482420592e-05,1.5407076245856878e-05,1.556808365142691e-05,1.5966013828549853e-05,1.5865007792028553e-05,1.5960626851553398e-05,1.605561738972509e-05,1.5816259520578048e-05,1.5629902739104442e-05,1.601061653053534e-05,1.6237735959738827e-05,1.6239436163681996e-05
42,1.253541765956976e-05,1.2399111892843343e-05,1.2567007642471215e-05,1.2506547308877811e-05,1.2688379149990856e-05,1.2946583251956527e-05,1.3305469841707665e-05,1.3561300890057635e-05,1.3784161952933471e-05,1.3799149954383779e-05,1.4038907518760187e-05,1.4230627234088335e-05,1.4403980285940755e-05,1.4649811437364041e-05,1.4731226950711793e-05,1.5072956687533478e-05,1.4981028396055819e-05,1.4904759288307873e-05,1.4761965982302865e-05,1.4664477863345135e-05,1.459254254357672e-05,1.4597833234195667e-05,1.4399445007521832e-05,1.4545862151081574e-05,1.453628954018574e-05,1.4631061110976528e-05,1.44530373397203e-05,1.4192874837672394e-05,1.4120149617054794e-05,1.4022320810689765e-05,1.415845416154178e-05,1.4061753584045585e-05,1.4074067659065668e-05,1.4369643266363129e-05,1.4299040427079547e-05,1.4105885740186382e-05,1.4237137067400073e-05,1.4380852887257614e-05,1.452597699597667e-05,1.4591841903157202e-05,1.4483092244473016e-05,1.4582271626445478e-05,1.4871528673890424e-05,1.4951027432680444e-05,1.4744445576263596e-05,1.5007045122590613e-05,1.5179050375676102e-05,1.5085547405476324e-05,1.5176354852802038e-05,1.5445104452123412e-05,1.5529759338821954e-05,1.5730255940067347e-05,1.5757323724661866e-05,1.5624751948111692e-05,1.569728369893358e-05,1.596295658771138e-05,1.6259381616577634e-05,1.6277698731995288e-05,1.6033140499674307e-05,1.5886409314079094e-05,1.603171090850147e-05,1.6609527834343982e-05,1.6452143163654835e-05,1.6604363956516494e-05,1.6575032820688722e-05,1.6326080973694806e-05,1.6239046436078837e-05,1.6622755569289244e-05,1.6839481212928374e-05,1.677772156371708e-05
43,1.3026132043795247e-05,1.2872499971296406e-05,1.2994135857499627e-05,1.2933463957890262e-05,1.3140680270528012e-05,1.3398852085681947e-05,1.3733528169318727e-05,1.3901726534281534e-05,1.4072560409509985e-05,1.4149703902051443e-05,1.4332915128824454e-05,1.4525499949625778e-05,1.4672408090269228e-05,1.491732644503587e-05,1.493565256123335e-05,1.518703303387709e-05,1.5089122608389566e-05,1.5008755522757566e-05,1.4828698179021454e-05,1.475127500852391e-05,1.4687361405326432e-05,1.4745985878247992e-05,1.4634843198989691e-05,1.4729989837025678e-05,1.4727418016935492e-05,1.4830679778634963e-05,1.4664986459537769e-05,1.4383287337288758e-05,1.4302858534297626e-05,1.4263435241951614e-05,1.4397186782477734e-05,1.4220128725693304e-05,1.4240167808008484e-05,1.4515068070295554e-05,1.4460572973595489e-05,1.4339375162908392e-05,1.4480446202200095e-05,1.4567444900539526e-05,1.4666768267067544e-05,1.4844516027029205e-05,1.475420658720604e-05,1.48981322301956e-05,1.5210371653575936e-05,1.5323704255349467e-05,1.5206512061684982e-05,1.5285927122008048e-05,1.5589294150182235e-05,1.5396626570324294e-05,1.5576830813866805e-05,1.5884511886282902e-05,1.6022381686055954e-05,1.616794800277218e-05,1.6262038263248362e-05,1.6144099442473854e-05,1.6118894575052334e-05,1.6523056449015978e-05,1.6767679583328353e-05,1.67948705891637e-05,1.6527872560910915e-05,1.6406275076446554e-05,1.6532902855312085e-05,1.7188635634356573e-05,1.7068673293860833e-05,1.7279135108800665e-05,1.7069542862996907e-05,1.687540290764922e-05,1.6945262461546946e-05,1.7295728356699558e-05,1.7484652387739653e-05,1.7406675507620298e-05
44,1.3511769033091687e-05,1.3367973753844306e-05,1.3466768446602492e-05,1.340864986932917e-05,1.360454447284272e-05,1.3848211212896757e-05,1.4112732541526099e-05,1.422942357866033e-05,1.4346029402878882e-05,1.447053531655972e-05,1.4551061870238116e-05,1.4760518768267953e-05,1.485601836562666e-05,1.5088742573987384e-05,1.50162767786795e-05,1.5182482628981518e-05,1.5107729842966876e-05,1.5023809201544056e-05,1.4848229949240534e-05,1.4822892481901474e-05,1.4785521284705087e-05,1.4888111477260049e-05,1.4862563672312818e-05,1.49558983173151e-05,1.49159127237956e-05,1.5031618065667215e-05,1.4900424527546935e-05,1.4625548867117109e-05,1.4524027710415429e-05,1.4556956176517896e-05,1.4691328863357394e-05,1.4442522534997476e-05,1.4491642430876367e-05,1.4675237430571466e-05,1.465947993371466e-05,1.4608617300146565e-05,1.4761146638508315e-05,1.4792639917554776e-05,1.4887742713361853e-05,1.514495041617104e-05,1.5120653876962476e-05,1.5288352362078405e-05,1.558766247992794e-05,1.5723881400501184e-05,1.5712815006885247e-05,1.5604240175506326e-05,1.5996315807377506e-05,1.5722535311675697e-05,1.5956242262008527e-05,1.6284542507304957e-05,1.6466359382156522e-05,1.6569993515963472e-05,1.6752761297930083e-05,1.6666284807034865e-05,1.657372107446017e-05,1.7061761510545585e-05,1.7273453757261317e-05,1.7302045034399815e-05,1.702969684197608e-05,1.6987708556424524e-05,1.7073557741621355e-05,1.773198091335222e-05,1.7719616404026733e-05,1.7966247186137265e-05,1.7585249756401028e-05,1.7479486449928437e-05,1.775230636045628e-05,1.804476930263106e-05,1.8180790303822366e-05,1.8126125572746526e-05
45,1.3991521235215319e-05,1.3857557896649984e-05,1.3967880569702945e-05,1.39018289066536e-05,1.4064902176292993e-05,1.4244421649383294e-05,1.4443279056663249e-05,1.4524467082064144e-05,1.4600930653904224e-05,1.4708543528115072e-05,1.4720227561444065e-05,1.4923344910912332e-05,1.4954031825203686e-05,1.515140900911485e-05,1.5005679162640292e-05,1.5099579192485806e-05,1.5085745076302413e-05,1.5001236571875385e-05,1.4879940718678805e-05,1.4896042644614513e-05,1.4926619125046148e-05,1.5045466890304981e-05,1.5079964643251441e-05,1.520209026512868e-05,1.5114490752509573e-05,1.52501358823256e-05,1.5166168301327509e-05,1.4945069110710334e-05,1.4807399427571627e-05,1.4889705568580576e-05,1.5028587034232245e-05,1.47404516375041e-05,1.4802212101341407e-05,1.4869004529969949e-05,1.4892315558693934e-05,1.4927471871022238e-05,1.5089721937773679e-05,1.5064819196663363e-05,1.5205787291699911e-05,1.5507149219931546e-05,1.555558883144631e-05,1.5704252650936123e-05,1.5976259470500062e-05,1.6107197603282807e-05,1.619986330283518e-05,1.5940456965010753e-05,1.636322529924747e-05,1.6066669758677458e-05,1.6304451669072388e-05,1.6653480421710895e-05,1.6860425434502668e-05,1.6948659184258672e-05,1.7207865659225132e-05,1.7181981761823507e-05,1.7065393660883422e-05,1.7553463446383865e-05,1.7804163706848903e-05,1.7795180301220526e-05,1.7550632953446593e-05,1.763263731399421e-05,1.7654155147398398e-05,1.8284801763130435e-05,1.8412341914222134e-05,1.8661308344776568e-05,1.8176652894243545e-05,1.816159791721857e-05,1.863480790086456e-05,1.8839466031657736e-05,1.8914641328177178e-05,1.8882375021765832e-05
46,1.4443661199233744e-05,1.4310454261266281e-05,1.4462343736054694e-05,1.4369494407249545e-05,1.4499178642396787e-05,1.456849549214734e-05,1.4737211564404175e-05,1.4764692918730567e-05,1.4802811783801175e-05,1.4850056145372367e-05,1.4860275759822327e-05,1.5014975019274219e-05,1.4982839284822738e-05,1.5144262841290665e-05,1.4968164869829096e-05,1.4995274979374634e-05,1.506945153366692e-05,1.500524048281322e-05,1.4942057771020178e-05,1.5005654357406921e-05,1.5127690004083627e-05,1.5224259756201227e-05,1.5311668592225203e-05,1.5459028782126143e-05,1.534620167305194e-05,1.550107401638394e-05,1.5466437352420854e-05,1.532544071373484e-05,1.515940120601261e-05,1.5262219048056702e-05,1.53842849181218e-05,1.5104462669084415e-05,1.5145991823208356e-05,1.5125084030595706e-05,1.5167081390153468e-05,1.5312191181978175e-05,1.5448804740567205e-05,1.5383457745577386e-05,1.5592276198220598e-05,1.592285724810465e-05,1.6009812544834407e-05,1.6097232135276027e-05,1.635443935224276e-05,1.6461176176747643e-05,1.6631744831366435e-05,1.6292337368640225e-05,1.6686194470194582e-05,1.6438226260476434e-05,1.6636203259274786e-05,1.7021686327240756e-05,1.722752341134972e-05,1.7326547763216072e-05,1.761512643276979e-05,1.7673969633157747e-05,1.757642083889566e-05,1.801876953728256e-05,1.8382447926015135e-05,1.82916821937782e-05,1.810808013257697e-05,1.8320031746766305e-05,1.8286563160330554e-05,1.888759192027001e-05,1.9149048260630442e-05,1.938042960583604e-05,1.8864163963109048e-05,1.892344897625332e-05,1.953030506694645e-05,1.959853393304725e-05,1.9642169363073312e-05,1.9609253589521508e-05
47,1.4834885750574665e-05,1.4718097944516657e-05,1.4902918366928617e-05,1.4792475968698374e-05,1.4870540331191104e-05,1.4840164832625797e-05,1.4995734640970223e-05,1.4939393861635059e-05,1.4927208182626312e-05,1.4939624296407898e-05,1.4975598181834803e-05,1.5073865354706037e-05,1.4992193462873803e-05,1.5129247325829185e-05,1.496050438670231e-05,1.4939256949754068e-05,1.510256674471634e-05,1.506838703501319e-05,1.5031846326469913e-05,1.5200273062002326e-05,1.538113843073325e-05,1.5440265451700658e-05,1.5579706898551526e-05,1.572623074236561e-05,1.5620265256971098e-05,1.578617033182757e-05,1.579001653826666e-05,1.5720632405441008e-05,1.5572763527579502e-05,1.5676238778952188e-05,1.5761898755934977e-05,1.5536019515579936e-05,1.5522828945033948e-05,1.5476062015525855e-05,1.5515358230536292e-05,1.5751478479375613e-05,1.5813084492069695e-05,1.574467330481894e-05,1.5992558107691025e-05,1.637077540508333e-05,1.644994376621103e-05,1.645879582426635e-05,1.6725361724006505e-05,1.6807154228337855e-05,1.7004366315327035e-05,1.666711375650843e-05,1.699070474677058e-05,1.6829330104737715e-05,1.697113741492024e-05,1.7415072035780866e-05,1.7606071106705058e-05,1.7739916627832272e-05,1.7996291498406788e-05,1.8146180097843227e-05,1.8087271688172714e-05,1.8509506176495374e-05,1.9004925470779316e-05,1.8823984752291693e-05,1.8730094162124934e-05,1.902735929828121e-05,1.898228273380417e-05,1.956679519974845e-05,1.9912239372093522e-05,2.010680493766412e-05,1.9594270640465743e-05,1.9718342055428273e-05,2.0367579840401933e-05,2.0265879144721286e-05,2.032343622753032e-05,2.0271508515832713e-05
48,1.5162800705407392e-05,1.508301981668268e-05,1.5257529350810855e-05,1.5154215376239828e-05,1.5165652709958566e-05,1.5081066277325415e-05,1.5221987382714277e-05,1.5064454006023426e-05,1.5005157929675818e-05,1.5034730994575269e-05,1.5081213100137613e-05,1.5151471811423168e-05,1.5040920515093105e-05,1.5139732699082752e-05,1.5016439282823675e-05,1.498815506673112e-05,1.520808448979884e-05,1.5199937147748895e-05,1.5169678980133758e-05,1.548826398540938e-05,1.5662964215589066e-05,1.5711778802052263e-05,1.5865209262697744e-05,1.6007401865605288e-05,1.593046170268335e-05,1.6090145562831588e-05,1.6115042490886542e-05,1.6106949670405054e-05,1.6032693413040696e-05,1.6130794926078728e-05,1.6200872878526238e-05,1.6036938147977462e-05,1.5970769098782258e-05,1.5941347091876164e-05,1.5944845174419144e-05,1.6209806970500266e-05,1.620055775434361e-05,1.6146305519975378e-05,1.6373699270848308e-05,1.683209110759628e-05,1.6875803135573593e-05,1.681051280260828e-05,1.7101620456213806e-05,1.717234887419599e-05,1.7335196536015133e-05,1.7071919020126055e-05,1.7318823207217104e-05,1.722988743073268e-05,1.735330434424028e-05,1.785755146312193e-05,1.804821379777972e-05,1.822145330323889e-05,1.83969907304416e-05,1.8641388717225268e-05,1.8608673205218966e-05,1.907724325188809e-05,1.96519626388576e-05,1.9419751162346552e-05,1.9436013978115626e-05,1.9731935707838826e-05,1.970788400461919e-05,2.0289540150130866e-05,2.0655053840911806e-05,2.0787225344946787e-05,2.0296298249434562e-05,2.0486071853573174e-05,2.1119119408368544e-05,2.084912094210282e-05,2.093715744895628e-05,2.0848340312736434e-05
49,1.5459467220403092e-05,1.5400285603381448e-05,1.5522934834304068e-05,1.5431495809607748e-05,1.5408992333935942e-05,1.5305624122061307e-05,1.5431314644114693e-05,1.5185186593448874e-05,1.5097627402159244e-05,1.51675088024283e-05,1.520871415896061e-05,1.5282388445974294e-05,1.5167025039482251e-05,1.5180302467392728e-05,1.5155966256506991e-05,1.5158603874503314e-05,1.5377594201330726e-05,1.540006524310044e-05,1.5381453044554915e-05,1.582228625401474e-05,1.594740942409458e-05,1.6027601610103952e-05,1.613321404625603e-05,1.6314908388971882e-05,1.626547382805175e-05,1.6401206103845305e-05,1.6441222841374884e-05,1.65036122790525e-05,1.6523887190972388e-05,1.663087211313138e-05,1.6726340984406366e-05,1.6578656784328214e-05,1.6518570182440898e-05,1.6493797176327367e-05,1.6423306193244877e-05,1.667555627639338e-05,1.666147897342081e-05,1.6599364345590537e-05,1.6755992286313926e-05,1.7293465428159617e-05,1.7306272013584874e-05,1.7173677778567333e-05,1.7500604514769143e-05,1.756722929019637e-05,1.765250136211146e-05,1.7523381549702523e-05,1.7717211390634713e-05,1.7655219557212962e-05,1.783907321785073e-05,1.836545103730771e-05,1.859259601600867e-05,1.8787856859704103e-05,1.887000162765179e-05,1.9206580724946974e-05,1.9171932591004458e-05,1.97410479205279e-05,2.02850436671051e-05,2.005393032542716e-05,2.017345943000112e-05,2.0390115356349804e-05,2.039921891748404e-05,2.098692116869634e-05,2.133731709867084e-05,2.1399827004320988e-05,2.094920605254607e-05,2.1192268307814303e-05,2.1782272005713488e-05,2.137084887169708e-05,2.1465452534334748e-05,2.132476566847633e-05
50,1.574327011301581e-05,1.5673163911574994e-05,1.572875619358394e-05,1.5638315005698357e-05,1.5634433603831564e-05,1.553028283028243e-05,1.563515243158029e-05,1.535406552416971e-05,1.5245545808100357e-05,1.5354912331313922e-05,1.5388859803553474e-05,1.547326684726747e-05,1.537940039143372e-05,1.5274517678232848e-05,1.537651879455036e-05,1.5425021152219854e-05,1.5592675914120005e-05,1.565669070616752e-05,1.5659645365425973e-05,1.614653098945542e-05,1.6233433163206992e-05,1.6346036165453345e-05,1.6389503058383275e-05,1.6665602712789e-05,1.6618385628994736e-05,1.6730655314541778e-05,1.6795090874530914e-05,1.6936706885165286e-05,1.7029024985311623e-05,1.7159381813713607e-05,1.7301500352275958e-05,1.7118283335878615e-05,1.713232911788361e-05,1.7066836009456302e-05,1.6919145264323338e-05,1.7166388288034603e-05,1.7224597750173777e-05,1.711558744722006e-05,1.718401156378864e-05,1.7757726012877678e-05,1.7759780695065168e-05,1.7562166943475322e-05,1.7952828706117065e-05,1.801406157027506e-05,1.799723161419654e-05,1.8032619122424145e-05,1.820799093180179e-05,1.8148356308952977e-05,1.8463811679646285e-05,1.8951962251383733e-05,1.9237057235681447e-05,1.942238044160959e-05,1.9438664383271837e-05,1.984011649497851e-05,1.9768829613207712e-05,2.0454863416127214e-05,2.083945965714502e-05,2.0657956567749953e-05,2.0860230619652922e-05,2.096583714017858e-05,2.1022859735582635e-05,2.1620292870848985e-05,2.1934991526656258e-05,2.195347890814913e-05,2.153186825850453e-05,2.180116589325085e-05,2.2351285662635e-05,2.1833792824570734e-05,2.1903028800056917e-05,2.1680111442273997e-05
51,1.6012320888197526e-05,1.5921976489182468e-05,1.5925155947210868e-05,1.5830402006930605e-05,1.586221508606276e-05,1.5764086036316533e-05,1.5849739324233098e-05,1.5606150939316793e-05,1.5465813554345465e-05,1.5616935619459835e-05,1.56443796539789e-05,1.5714009895360738e-05,1.5663940096353532e-05,1.5465482019415734e-05,1.5649310238174962e-05,1.5742216250107196e-05,1.5846197893760685e-05,1.5954902984008113e-05,1.5974794463765462e-05,1.6442777306549753e-05,1.6540287931930842e-05,1.664422215325626e-05,1.668837863199185e-05,1.7053600384775974e-05,1.6990057241926068e-05,1.7084956062862177e-05,1.7181163913514042e-05,1.739975384559143e-05,1.7517952906731256e-05,1.7669534408600366e-05,1.7854451025661387e-05,1.7627201916503126e-05,1.7739663550132515e-05,1.761409100648021e-05,1.7425968396367595e-05,1.7696607347773868e-05,1.7873022281265967e-05,1.768239379807657e-05,1.769450076022643e-05,1.8252812328431464e-05,1.8272334466359462e-05,1.8017614730967207e-05,1.849847798939721e-05,1.854658487383148e-05,1.8415123945678783e-05,1.860137339652915e-05,1.878816216612994e-05,1.8740932285137646e-05,1.922462669583512e-05,1.962095935845001e-05,1.9930321640338902e-05,2.006823754331597e-05,2.007282449696596e-05,2.0478694345495864e-05,2.0354230980610352e-05,2.114671263368981e-05,2.1275814682742107e-05,2.1181896413796e-05,2.145730000727017e-05,2.145738920457229e-05,2.156751735065653e-05,2.216535590886724e-05,2.2406080994339787e-05,2.243031725766799e-05,2.2008558393819807e-05,2.2267499416587985e-05,2.2813331164416134e-05,2.2218876347238002e-05,2.2242037355232814e-05,2.1893245363728737e-05
52,1.627416259388434e-05,1.6162583787171923e-05,1.6147788432307112e-05,1.6063431694058967e-05,1.6111064530732468e-05,1.601475672472031e-05,1.6110488767477378e-05,1.5942931505590887e-05,1.5771245328525258e-05,1.5956697603106274e-05,1.5976995758542083e-05,1.6002674412635926e-05,1.5997875350979926e-05,1.5771111609576777e-05,1.5946369048673334e-05,1.6083067694438957e-05,1.6139479490026652e-05,1.6286700455007317e-05,1.632503227512518e-05,1.6737263863102577e-05,1.6876532779454322e-05,1.695369677750095e-05,1.70666897014241e-05,1.7439669252102623e-05,1.737736861309009e-05,1.7434518338131148e-05,1.7570801203051982e-05,1.785507571124688e-05,1.795676541967081e-05,1.8135752869821585e-05,1.834490143388075e-05,1.8118019328859495e-05,1.8294448597332324e-05,1.8123628762538345e-05,1.7958224775676367e-05,1.826572397833744e-05,1.8561534708417223e-05,1.829336931802456e-05,1.8317642909559422e-05,1.8823522915310295e-05,1.8894022089053215e-05,1.860229849428631e-05,1.9163634387194234e-05,1.9170077738447892e-05,1.8937426256648168e-05,1.9225755363579035e-05,1.945343070650386e-05,1.943693660185637e-05,2.0073752990387672e-05,2.0339982045418455e-05,2.0591662188934173e-05,2.0668026952726268e-05,2.0723768948477905e-05,2.105985316639037e-05,2.090186602627276e-05,2.176091507688748e-05,2.161126249692144e-05,2.1612467725585234e-05,2.195077836091294e-05,2.1864319282216066e-05,2.2013753215098278e-05,2.2594639081296398e-05,2.270334725989927e-05,2.277290824735385e-05,2.235856455976548e-05,2.256131362377279e-05,2.314889952108884e-05,2.25060375951246e-05,2.2483929075529267e-05,2.1985194340422546e-05
53,1.6539221392886932e-05,1.640591283800809e-05,1.640781611842389e-05,1.636194074272835e-05,1.6413305561861072e-05,1.6305807760381743e-05,1.6443204165556618e-05,1.6332596444534257e-05,1.615852553025783e-05,1.6348230165086836e-05,1.6361805656231227e-05,1.6350230006538793e-05,1.636705625190619e-05,1.6167282860495236e-05,1.6268210296091106e-05,1.6464801782368665e-05,1.647957671193388e-05,1.665620731987747e-05,1.673567139162918e-05,1.7068704205887135e-05,1.7232589649953752e-05,1.7313221565872273e-05,1.7494895629952867e-05,1.779601067842672e-05,1.776245754271944e-05,1.774683376070369e-05,1.7941916954951262e-05,1.8263278328595795e-05,1.835257601330183e-05,1.8579026036324426e-05,1.878948704419569e-05,1.863276939037536e-05,1.8787882854160564e-05,1.8597661444841687e-05,1.8520985627971565e-05,1.8876768744518224e-05,1.925849802990001e-05,1.8958602367075477e-05,1.907640113866113e-05,1.9509759262775314e-05,1.9641649081107534e-05,1.9341146293347214e-05,1.9922987783441332e-05,1.98643519592224e-05,1.9575256689896177e-05,1.9892852179118946e-05,2.018202929326542e-05,2.0205177748904795e-05,2.0940782207123688e-05,2.1049578103986012e-05,2.1163211969231895e-05,2.119195105184045e-05,2.135318908479709e-05,2.1561283392295042e-05,2.141494124681278e-05,2.2255247874604685e-05,2.187871170489664e-05,2.1956059599491095e-05,2.232463770005984e-05,2.2171178359215948e-05,2.2338507164624813e-05,2.2878175405922534e-05,2.280710658094965e-05,2.2927525098536e-05,2.2572996667156104e-05,2.269311133026705e-05,2.3342531016599688e-05,2.269552440705047e-05,2.2654485210886525e-05,2.201969267904139e-05
54,1.6810609885706313e-05,1.667392775618124e-05,1.671131872566748e-05,1.671322188608927e-05,1.6781027358119087e-05,1.666678725555959e-05,1.68349189656228e-05,1.6726222935315626e-05,1.6593288475135573e-05,1.6757717012065338e-05,1.676744996093957e-05,1.6763985204755842e-05,1.6775723314105108e-05,1.6620042196127618e-05,1.6648060491331966e-05,1.6911369687863324e-05,1.688531455503612e-05,1.7069461081212712e-05,1.720421140759036e-05,1.7445085416326532e-05,1.7602002085107283e-05,1.772051170091867e-05,1.7917031402423245e-05,1.8133689158802803e-05,1.8130643756643524e-05,1.8039456296437908e-05,1.8300383800912893e-05,1.8624456205634494e-05,1.8759375188420067e-05,1.902516948019547e-05,1.923535371534697e-05,1.919147431329194e-05,1.9231688873277665e-05,1.9061090152014678e-05,1.910154637217215e-05,1.955165450793713e-05,1.9966363966621187e-05,1.968689776668116e-05,1.9966966417162812e-05,2.0306810653758945e-05,2.0483498621511613e-05,2.0208297386469566e-05,2.071361144091172e-05,2.058970134231011e-05,2.0305699821664028e-05,2.0585440738311207e-05,2.0919395249463896e-05,2.0984889262456313e-05,2.1743838444825828e-05,2.1688574692723334e-05,2.1625624032569895e-05,2.1629200697335564e-05,2.192436449119e-05,2.197403207416109e-05,2.1880523068586665e-05,2.259238600686184e-05,2.2097197941219055e-05,2.222593536944117e-05,2.256888718884658e-05,2.2361497497082137e-05,2.2539007550238384e-05,2.29825651537896e-05,2.2755215476283614e-05,2.2911891838977e-05,2.267566530319768e-05,2.2721391039681743e-05,2.3406869780809946e-05,2.281028099846663e-05,2.278340119704702e-05,2.2069892462785777e-05
