pixel,1386A,1391A,1396A,1401A,1406A,1411A,1416A,1421A,1426A,1431A,1436A,1441A,1446A,1451A,1456A,1461A,1466A,1471A,1476A,1481A,1486A,1491A,1496A,1501A,1506A,1511A,1516A,1521A,1526A,1531A,1536A,1541A,1546A,1551A,1556A,1578A,1583A,1588A,1593A,1598A,1603A,1608A,1613A,1618A,1623A,1628A,1633A,1638A,1643A,1648A,1653A,1658A,1663A,1668A,1673A,1678A,1683A,1688A,1693A,1698A,1703A,1708A,1713A,1718A,1723A,1728A,1733A,1738A,1743A,1748A
60,1.711430828268404e-05,1.726252333505908e-05,1.699107772445157e-05,1.7281496220438023e-05,1.717717517875204e-05,1.7502894168959734e-05,1.7716695397526768e-05,1.783954417197973e-05,1.821161793930182e-05,1.8366351855171938e-05,1.8374706380587162e-05,1.855135582486257e-05,1.8594367136762694e-05,1.860713064511255e-05,1.8946607018057165e-05,1.9059829057179372e-05,1.918860577184526e-05,1.898959857554559e-05,1.9268026867613825e-05,1.9695378737991344e-05,1.964688125957414e-05,1.9739696331164213e-05,2.0043918504872266e-05,2.019699579486693e-05,2.011810058341539e-05,2.0453751095495826e-05,2.0413664675940592e-05,2.064020737800119e-05,2.0749973689955948e-05,2.074822341398191e-05,2.078019382969848e-05,2.1001277540515175e-05,2.1320254307150746e-05,2.1321313259501622e-05,2.1563840767684955e-05,2.2463251953707638e-05,2.256564869421639e-05,2.254666687603755e-05,2.282446268818385e-05,2.303277589156289e-05,2.3203304146556327e-05,2.3288895468464788e-05,2.341530699275293e-05,2.4011044045318287e-05,2.420021473123417e-05,2.416701173357178e-05,2.4179262540127286e-05,2.4014022056558952e-05,2.3834943108639303e-05,2.4222487351082344e-05,2.400272860978132e-05,2.3898859022728574e-05,2.3802975038465468e-05,2.3500153058265367e-05,2.3387356086850895e-05,2.364238515019057e-05,2.3629947457693e-05,2.316095625892961e-05,2.322637907671141e-05,2.3011701957663078e-05,2.2850378177631395e-05,2.2676447531695528e-05,2.329137937442756e-05,2.334059355394105e-05,2.3447086331061983e-05,2.287410938869496e-05,2.2869434178082925e-05,2.263736352087935e-05,2.308888658944946e-05,2.306807283114574e-05
61,1.7548603538433327e-05,1.7720067751165914e-05,1.7475181555501306e-05,1.7723714833349966e-05,1.769448587114675e-05,1.8020561796154173e-05,1.812923850292493e-05,1.8336251863625725e-05,1.8712265982441015e-05,1.8882986558626317e-05,1.8861993701668152e-05,1.905054832345274e-05,1.910873730412941e-05,1.9223964084461693e-05,1.956967868911108e-05,1.980634229389096e-05,1.9970904233474203e-05,1.969135156029105e-05,1.9972317761919335e-05,2.042835036314352e-05,2.0325688017144697e-05,2.0468331079516007e-05,2.08069883247276e-05,2.092287083200584e-05,2.0898745423132927e-05,2.1222506880115725e-05,2.109153736311639e-05,2.136258407296181e-05,2.149242297324801e-05,2.14777081779886e-05,2.1576435228416276e-05,2.180406266047494e-05,2.2036872440680474e-05,2.2030596745723485e-05,2.229877254887105e-05,2.316358935972613e-05,2.321580997853075e-05,2.315467224893444e-05,2.3359010500554268e-05,2.3542750692081508e-05,2.375225576778825e-05,2.378000252942604e-05,2.3892369954049577e-05,2.4393732464602014e-05,2.445049938308577e-05,2.4392886312721935e-05,2.4407208684284837e-05,2.419684621261149e-05,2.401127688810917e-05,2.442950590808794e-05,2.4200616718817692e-05,2.409030157366687e-05,2.392113318696513e-05,2.370252666820948e-05,2.3621730887653395e-05,2.3933445911917416e-05,2.3919044224465523e-05,2.3355742442579667e-05,2.3451291956503454e-05,2.3177253310834092e-05,2.296006104691991e-05,2.289381807062211e-05,2.3482936887287304e-05,2.352516405893565e-05,2.3679973873784572e-05,2.28856455685936e-05,2.2872381345328258e-05,2.266162003490483e-05,2.311285778443623e-05,2.3194513995444933e-05
62,1.8047924007809386e-05,1.8239849805354005e-05,1.803510650525388e-05,1.8290443214885806e-05,1.827612139523261e-05,1.8599886939591313e-05,1.8635488730273537e-05,1.8915037163366573e-05,1.927336930570672e-05,1.9478425891189007e-05,1.9408696264359927e-05,1.9604329596030756e-05,1.9672897606688973e-05,1.9907915824656204e-05,2.0195459607839006e-05,2.0563695197045705e-05,2.0726961573972337e-05,2.0400827162689496e-05,2.0675309233117805e-05,2.113250191762059e-05,2.1070604703127788e-05,2.121314465877245e-05,2.152494435892125e-05,2.1659147625554305e-05,2.1719748973810855e-05,2.202044152402849e-05,2.185284545036349e-05,2.2094823358278105e-05,2.2313440809193107e-05,2.223563837917692e-05,2.2433120227468545e-05,2.2655310371101537e-05,2.282994129647684e-05,2.278114908929123e-05,2.300570000914308e-05,2.3763656996412883e-05,2.376371943369381e-05,2.3692196028400932e-05,2.3786943979695795e-05,2.395202292039693e-05,2.416374537364364e-05,2.4181572843903563e-05,2.419245803058813e-05,2.4607089824805427e-05,2.4580452868570293e-05,2.451348479483862e-05,2.456189866908579e-05,2.4381128338298223e-05,2.416259142748129e-05,2.452259017187579e-05,2.4329010717763865e-05,2.427815760706304e-05,2.4031672554350893e-05,2.387033915301609e-05,2.384503252961251e-05,2.426565049799057e-05,2.418222872669465e-05,2.357648017434932e-05,2.364262720287467e-05,2.335825815150397e-05,2.307646082633401e-05,2.307324596494394e-05,2.3672630815623142e-05,2.3746480128708566e-05,2.3860374217085164e-05,2.2927945836685875e-05,2.2910531258144612e-05,2.270202540163197e-05,2.3161346618518404e-05,2.334911462808653e-05
63,1.863241842274381e-05,1.881751485842607e-05,1.8661407177081968e-05,1.8990614519326223e-05,1.8918151861982693e-05,1.925617764423601e-05,1.9279202133744272e-05,1.9588455204751774e-05,1.9900305552590333e-05,2.0135580769942825e-05,1.9967621102664485e-05,2.0212987570602348e-05,2.0270666138551598e-05,2.0612865551426714e-05,2.082897390012848e-05,2.1305683734602932e-05,2.1443380854757848e-05,2.11263826707634e-05,2.1355687320017827e-05,2.1823083982549245e-05,2.188406668324619e-05,2.196474284508539e-05,2.223771670187872e-05,2.2419065428901927e-05,2.255193648879339e-05,2.2844804537886785e-05,2.268078832439011e-05,2.2867113633434767e-05,2.317006849394858e-05,2.3020266841961538e-05,2.3307370449619116e-05,2.349672824593166e-05,2.366633520544144e-05,2.352920767373385e-05,2.365133809062941e-05,2.421768333350958e-05,2.420309626553723e-05,2.4165671752314195e-05,2.414751379743049e-05,2.424325893911425e-05,2.4427131125879213e-05,2.447854471965553e-05,2.4317314111528337e-05,2.4709559053849546e-05,2.4704613617218952e-05,2.462820529853569e-05,2.469937774068587e-05,2.4606280955148724e-05,2.4343067854454996e-05,2.45763152734874e-05,2.4457565210844195e-05,2.4490001309552108e-05,2.4154836327041514e-05,2.4003978726248074e-05,2.400045266537553e-05,2.456703190456217e-05,2.442394706086009e-05,2.382528731955839e-05,2.3785534853250146e-05,2.3533859414833552e-05,2.3196976773158758e-05,2.3217413171196666e-05,2.388987159541885e-05,2.3999510042927386e-05,2.399908312545913e-05,2.302164868982937e-05,2.3007548475407685e-05,2.281100673229685e-05,2.3272663350311482e-05,2.353822752150454e-05
64,1.932803212410299e-05,1.9469981534626542e-05,1.938248374177e-05,1.9806588127140233e-05,1.9618722395102576e-05,1.9996378710790022e-05,2.0057792592714653e-05,2.0346596754948585e-05,2.0585242891100872e-05,2.082210145772983e-05,2.0518478630940094e-05,2.086577365161118e-05,2.0874432192655352e-05,2.131296167995559e-05,2.1494068414589645e-05,2.2024748838508042e-05,2.2147082463794656e-05,2.1870854298177e-05,2.202722418602733e-05,2.253836300092021e-05,2.272476246664151e-05,2.27450877515542e-05,2.299085795114582e-05,2.32075552074218e-05,2.338066177890145e-05,2.3667486473448485e-05,2.3538490606260716e-05,2.3670470787113136e-05,2.3991230844030897e-05,2.381816831219917e-05,2.413653303807188e-05,2.427779830128733e-05,2.447658177477387e-05,2.4230110630403062e-05,2.4223799625951362e-05,2.4522578928066063e-05,2.454696500053657e-05,2.4566165754545294e-05,2.4470539853545176e-05,2.442718776369076e-05,2.458077111290517e-05,2.467430986008213e-05,2.4350635185489058e-05,2.4777516042448746e-05,2.4897951906325877e-05,2.480413425802297e-05,2.484527624920963e-05,2.4849726598533607e-05,2.4536179771973e-05,2.4628724327544807e-05,2.462735433235904e-05,2.4703909048656754e-05,2.428855425139437e-05,2.412988946225204e-05,2.40524348414088e-05,2.4805922542513848e-05,2.4671802869329445e-05,2.4112565201438683e-05,2.392012181683757e-05,2.3680693627424585e-05,2.3323522966655014e-05,2.3370009304722386e-05,2.415520868502331e-05,2.4263362533357458e-05,2.4136153282053978e-05,2.3194953436870418e-05,2.3191999479195674e-05,2.3031288459932488e-05,2.3482764065803516e-05,2.381280885985017e-05
65,2.0145326658509745e-05,2.0214281336725275e-05,2.0223962140923464e-05,2.069132870367565e-05,2.0371032893376308e-05,2.0793945755118093e-05,2.092102596506908e-05,2.115029394359711e-05,2.1317472250416462e-05,2.1503255012230076e-05,2.107890508750992e-05,2.152954530333031e-05,2.1472301970920054e-05,2.2003383543893886e-05,2.2218149386803007e-05,2.273179379205789e-05,2.28764632661058e-05,2.2627197194280445e-05,2.272780333471499e-05,2.329921526377233e-05,2.354930509774737e-05,2.357950404738701e-05,2.378305853152392e-05,2.400986894371253e-05,2.41757616438246e-05,2.445162486298893e-05,2.4385026904752787e-05,2.4439999871730755e-05,2.471761914241704e-05,2.4569646807814358e-05,2.4870611899866074e-05,2.495450241778443e-05,2.5174922284175392e-05,2.484112718320155e-05,2.4708654626013212e-05,2.4731052832929754e-05,2.482299322254537e-05,2.4895959663717865e-05,2.4756243323303148e-05,2.454916732750481e-05,2.469687561355349e-05,2.480769199200917e-05,2.438969938341476e-05,2.485122172526177e-05,2.5135773925786568e-05,2.503199280396878e-05,2.5003986892485848e-05,2.506759568475676e-05,2.470677397889682e-05,2.4714601188451974e-05,2.4835576659755946e-05,2.4872868957194667e-05,2.4416087183263418e-05,2.427734792997067e-05,2.4045829616579665e-05,2.5027578756389794e-05,2.494582900328479e-05,2.4432980915508575e-05,2.4117019331232375e-05,2.380749798285304e-05,2.3473771942204183e-05,2.3578784173652842e-05,2.448217916746457e-05,2.4548826563955985e-05,2.4325126620569283e-05,2.3471066409555358e-05,2.349145429987369e-05,2.336565210329369e-05,2.380459243302224e-05,2.419609657715901e-05
66,2.1053446717521067e-05,2.1048950921684425e-05,2.1161759514493913e-05,2.1594401467902884e-05,2.115188616145814e-05,2.160516399889723e-05,2.178815511999374e-05,2.195105727557302e-05,2.206431989910276e-05,2.2162226016098973e-05,2.1681488177744368e-05,2.2191116449656414e-05,2.2087767675367943e-05,2.268740066885596e-05,2.3008571666681705e-05,2.3459092244104042e-05,2.3661171005803365e-05,2.338481099746755e-05,2.349400816000285e-05,2.408768920152376e-05,2.4334735430372946e-05,2.443867986691476e-05,2.4563341730145207e-05,2.480153390967823e-05,2.4897771832558585e-05,2.517794712873719e-05,2.515919646081944e-05,2.511259970661677e-05,2.531878153471899e-05,2.519521773209522e-05,2.548625213843575e-05,2.5494666481579175e-05,2.5711591514968366e-05,2.532740141589299e-05,2.509662796583775e-05,2.4932398616449586e-05,2.508300850911979e-05,2.516985290653391e-05,2.498723240783203e-05,2.4649090040087515e-05,2.4827907514210784e-05,2.492359467471033e-05,2.446666783494495e-05,2.492022287807553e-05,2.534281608649244e-05,2.527761011521889e-05,2.5195197493215522e-05,2.5254028882825665e-05,2.4854017100085307e-05,2.4870820882102968e-05,2.504517581363733e-05,2.497467013887463e-05,2.4525112591624344e-05,2.445693531862022e-05,2.4062724638844915e-05,2.5311345393426024e-05,2.5255184939355332e-05,2.4789380996335527e-05,2.4437475937273726e-05,2.397698551823787e-05,2.3686096934616997e-05,2.386993104388345e-05,2.486854733014727e-05,2.4877550346730525e-05,2.4592336497922792e-05,2.382582224339513e-05,2.3893397168380554e-05,2.3762676203440634e-05,2.4206867991133025e-05,2.4622420716338645e-05
67,2.198185451700191e-05,2.193855734174521e-05,2.213510865959852e-05,2.2474282935081866e-05,2.1925559107716235e-05,2.2388991816937396e-05,2.2588267503817293e-05,2.272259833792051e-05,2.2801415971523747e-05,2.2832208863819324e-05,2.2359468181055482e-05,2.2885878198468107e-05,2.276680033348731e-05,2.338993824552077e-05,2.383694686630372e-05,2.423670198580744e-05,2.4495697754489097e-05,2.4137455181982722e-05,2.4324001671639785e-05,2.485772619822061e-05,2.5070687695614686e-05,2.525628747058165e-05,2.528597751440496e-05,2.554608596152783e-05,2.552004922767237e-05,2.5823059653318445e-05,2.5790869966228697e-05,2.5666520076457026e-05,2.578730342579071e-05,2.5665040176160307e-05,2.598006125535861e-05,2.5909946020394026e-05,2.609691559695913e-05,2.567576847997852e-05,2.54217127695978e-05,2.519507080069872e-05,2.536404009588984e-05,2.5391895064856408e-05,2.5148197941507932e-05,2.4735267794746654e-05,2.4990046186252803e-05,2.503980753343176e-05,2.4575026451562245e-05,2.4975496536273128e-05,2.5483741915863556e-05,2.552066483598089e-05,2.5436398945301418e-05,2.5429179931826325e-05,2.502713110101233e-05,2.5108899453535057e-05,2.522974205824604e-05,2.503650040789937e-05,2.4633859613612618e-05,2.466708738842402e-05,2.417431837358821e-05,2.5706469702217104e-05,2.562603072308608e-05,2.52030976570332e-05,2.489597761649073e-05,2.426107157738574e-05,2.3984351069386425e-05,2.4234746144642635e-05,2.528024832645876e-05,2.5226829758033772e-05,2.4888053480435266e-05,2.4169258787135776e-05,2.432639065376641e-05,2.414826775181592e-05,2.461743695772112e-05,2.5002804168996075e-05
68,2.284975592790855e-05,2.281387717536471e-05,2.307746461954401e-05,2.3298525311199006e-05,2.2682106396953758e-05,2.3131537722503784e-05,2.332710538103709e-05,2.3471821008498158e-05,2.3563672975105968e-05,2.3576457469681226e-05,2.314327200716213e-05,2.365219000233634e-05,2.3549292096704918e-05,2.41539190608375e-05,2.465411961112425e-05,2.505066067906035e-05,2.5323928208557973e-05,2.4888073785159914e-05,2.516142202742917e-05,2.5571708743119917e-05,2.5733973729646616e-05,2.5976781422954708e-05,2.592499874745361e-05,2.618035708588779e-05,2.603011481620292e-05,2.6334123610255104e-05,2.6244238428107466e-05,2.6111335544311545e-05,2.614255903150676e-05,2.6003943927760504e-05,2.635521749318396e-05,2.6267770771863707e-05,2.6390099890104e-05,2.593123983919026e-05,2.5747672210163048e-05,2.550266943573623e-05,2.5650340099289778e-05,2.555998323351308e-05,2.5242708034470036e-05,2.482853746009434e-05,2.5174916067789465e-05,2.516307422981177e-05,2.470882036422249e-05,2.5028481655481824e-05,2.5579098922661983e-05,2.5770388615993297e-05,2.571810766686051e-05,2.5620348160855013e-05,2.5291769716107206e-05,2.541565668493271e-05,2.5407240440788155e-05,2.513249630248089e-05,2.4789339016111034e-05,2.4925420935529887e-05,2.4417060326801426e-05,2.6194545716887407e-05,2.6065597734980875e-05,2.566497103438297e-05,2.5445882353994063e-05,2.466126514293696e-05,2.4335587479891282e-05,2.4618269830293194e-05,2.5652305488409245e-05,2.5545510090832725e-05,2.5121062348598397e-05,2.443273508773576e-05,2.475124404267225e-05,2.45104373017132e-05,2.499832568166889e-05,2.5332413808093932e-05
69,2.360663367709613e-05,2.3618992081048514e-05,2.395637962171091e-05,2.408682024479988e-05,2.3450776466929426e-05,2.3874219336313854e-05,2.4084058651360737e-05,2.4244482953696305e-05,2.4413796771426016e-05,2.442271442136908e-05,2.4035270850728228e-05,2.448409191340593e-05,2.443615388899805e-05,2.4982959147598326e-05,2.5425630100301225e-05,2.5843302405499506e-05,2.608705985637353e-05,2.562725271082414e-05,2.5923092336170928e-05,2.6209428515907433e-05,2.6279430573999554e-05,2.6561546018359868e-05,2.643962101175159e-05,2.663413662182145e-05,2.6433342589628784e-05,2.6669177791405e-05,2.653702462597009e-05,2.646057636991533e-05,2.6445132218147006e-05,2.6275213566528752e-05,2.6652542621917473e-05,2.6634472792162313e-05,2.6655737692486115e-05,2.616587185311992e-05,2.6093244276416737e-05,2.5770575900882754e-05,2.5926162550636026e-05,2.5689901300750963e-05,2.5297692046733604e-05,2.4964337453826154e-05,2.5352775811576125e-05,2.5311311018265672e-05,2.4875426765146312e-05,2.5112398314084572e-05,2.568874583361701e-05,2.6061068490233474e-05,2.6022363040090658e-05,2.5885426888814944e-05,2.569196024563116e-05,2.5771749278926042e-05,2.561576191677335e-05,2.531939027299247e-05,2.5025892864277856e-05,2.526064423101921e-05,2.4772876431322173e-05,2.6678985327802952e-05,2.650835893023497e-05,2.6108378423078312e-05,2.5996127034927475e-05,2.509103280130252e-05,2.4683941151667176e-05,2.4977656602474897e-05,2.595151790759275e-05,2.5835652821084523e-05,2.5288227307170183e-05,2.4679833290505485e-05,2.5205342980105678e-05,2.4925840087080195e-05,2.5401633972087077e-05,2.570780964441293e-05
70,2.4269715779027467e-05,2.436343480078809e-05,2.4800795545860487e-05,2.4916272050481545e-05,2.4275668240057185e-05,2.4685605091694e-05,2.4921933705406944e-05,2.5106613778261875e-05,2.5349891948870168e-05,2.5332523172214115e-05,2.4977678855659835e-05,2.5338524319020693e-05,2.5390842105477194e-05,2.5817723514823167e-05,2.613729727167963e-05,2.655280555030051e-05,2.6748878466848894e-05,2.63035437559591e-05,2.655233241311312e-05,2.6735750169815034e-05,2.667159054481808e-05,2.698455979611713e-05,2.6785866992172955e-05,2.689640011835861e-05,2.673830116999856e-05,2.6865184449832494e-05,2.673646977475433e-05,2.674621148068757e-05,2.676936196506143e-05,2.6552418493720363e-05,2.6932909161515172e-05,2.7001777961382385e-05,2.692472373447604e-05,2.641320620929277e-05,2.642169097593001e-05,2.595608385410201e-05,2.61888895824595e-05,2.5801453109922032e-05,2.5368146804948777e-05,2.516768675160878e-05,2.5521788341759265e-05,2.550539172985261e-05,2.509932558592401e-05,2.527700545844875e-05,2.591757427427276e-05,2.6424980984073002e-05,2.6363663464405663e-05,2.6263572259801973e-05,2.620029871158745e-05,2.6153700625284706e-05,2.586782210616398e-05,2.558908601212963e-05,2.5328986753058805e-05,2.565138608611361e-05,2.517665427964026e-05,2.703572425748617e-05,2.6843868271629817e-05,2.646311742437464e-05,2.64612302804211e-05,2.549483998422675e-05,2.5035397576427333e-05,2.536442406056745e-05,2.6225310667082002e-05,2.617834237636774e-05,2.552529415303262e-05,2.507343410513317e-05,2.57580565808151e-05,2.54776333292975e-05,2.5932609705735818e-05,2.624784306362913e-05
71,2.492206366473525e-05,2.5105473494295504e-05,2.567000037815692e-05,2.584380803056165e-05,2.519850440444214e-05,2.5575609068899802e-05,2.583336741835813e-05,2.6052409591899935e-05,2.628668963582182e-05,2.6231535585488838e-05,2.5879432772233025e-05,2.616407219634677e-05,2.6343168967631975e-05,2.6576371192903493e-05,2.677287374436845e-05,2.7141433063088174e-05,2.728279399660722e-05,2.683744101938095e-05,2.703627295169899e-05,2.7101445542393757e-05,2.6922504013013265e-05,2.725050128893721e-05,2.696602459322936e-05,2.7051212241865798e-05,2.6966145419906923e-05,2.702526256834931e-05,2.692582164631559e-05,2.700993397678533e-05,2.7122078933960234e-05,2.687603012138323e-05,2.721301611611197e-05,2.730475183752951e-05,2.720312023618427e-05,2.6688079481501654e-05,2.671419168887432e-05,2.6131445462204136e-05,2.643968942223869e-05,2.592844182890346e-05,2.552247537417357e-05,2.5468844090007503e-05,2.573587260728651e-05,2.578145080252505e-05,2.540861699833271e-05,2.5582651756035125e-05,2.6339119963682237e-05,2.6854537596216032e-05,2.6755420547358246e-05,2.6712260558210026e-05,2.67077815823458e-05,2.650960359985752e-05,2.613063868990736e-05,2.5884106847600634e-05,2.5642865403961e-05,2.6030923900468188e-05,2.557287970698547e-05,2.724227118743503e-05,2.703451828564668e-05,2.673218198199366e-05,2.683034233451177e-05,2.592378162397522e-05,2.5487820522846304e-05,2.589796008287873e-05,2.6587221953635573e-05,2.6672963473488628e-05,2.599536837385661e-05,2.574132687394712e-05,2.6453872794617638e-05,2.619515110272373e-05,2.6647864033691865e-05,2.6999388658952027e-05
72,2.565237021382249e-05,2.590708020599432e-05,2.658894015282951e-05,2.68383043285526e-05,2.6206045587308545e-05,2.648130839097527e-05,2.676812452947099e-05,2.697572671960505e-05,2.71409607540845e-05,2.704128224848364e-05,2.6667331694400618e-05,2.6905477746407048e-05,2.7190957323706712e-05,2.721071452559973e-05,2.731465172866028e-05,2.7592830630761187e-05,2.7672991010760493e-05,2.7176720200470982e-05,2.739048896679136e-05,2.7303340401725825e-05,2.7103766163839733e-05,2.741456828091881e-05,2.7050910517614146e-05,2.7205146216773543e-05,2.713398333736694e-05,2.7216363058733195e-05,2.7156845088829894e-05,2.727145816084663e-05,2.7432839031366958e-05,2.7239504067456752e-05,2.747974689332943e-05,2.751979661467251e-05,2.7508326111859076e-05,2.701745828220241e-05,2.6993587073149934e-05,2.641272607926007e-05,2.6704205036472125e-05,2.613831894436554e-05,2.5837517574696812e-05,2.591730142974278e-05,2.606272949955308e-05,2.616420113818896e-05,2.5808106510085142e-05,2.60591317712186e-05,2.690366117765521e-05,2.727925065770589e-05,2.7137443682247996e-05,2.7116872415917085e-05,2.708913880033243e-05,2.6762828260913274e-05,2.6371746056064456e-05,2.6174792064520292e-05,2.5970127419873332e-05,2.638556456370472e-05,2.5989622820914818e-05,2.7407145756166e-05,2.7177870237755813e-05,2.7023349409396234e-05,2.7194613740626308e-05,2.650263854677797e-05,2.6156182069333827e-05,2.6663426749312275e-05,2.714640968039407e-05,2.735572757296823e-05,2.673974811287325e-05,2.667850437771958e-05,2.728448300064907e-05,2.7050207688806745e-05,2.7533433104197236e-05,2.792546171979871e-05
73,2.647723037827449e-05,2.678368657903836e-05,2.7506322934565425e-05,2.7805919651017102e-05,2.719505018961081e-05,2.732369737285417e-05,2.7648611324476125e-05,2.7751734520989807e-05,2.787642556224845e-05,2.7701991907597265e-05,2.7316694783134465e-05,2.7515626778955628e-05,2.78421039552422e-05,2.7711224192369245e-05,2.7764175116222088e-05,2.792943794753317e-05,2.7929503779206315e-05,2.736643099254754e-05,2.7644433969355306e-05,2.741504005413569e-05,2.728623542591325e-05,2.7531612545472557e-05,2.7125444790318376e-05,2.7390256304919946e-05,2.7240534584717154e-05,2.742559614941232e-05,2.744009605280205e-05,2.7547977102707957e-05,2.7671434605310395e-05,2.7639659552363368e-05,2.774006316814073e-05,2.7701768285368048e-05,2.787188581145473e-05,2.743369935707801e-05,2.731615105566831e-05,2.6858488389977317e-05,2.703394111947273e-05,2.6492911823852263e-05,2.635281837589707e-05,2.653534066823749e-05,2.6516610391283882e-05,2.662062486398699e-05,2.626225391208518e-05,2.6642961906045457e-05,2.747031387623845e-05,2.759669429363452e-05,2.741867837165893e-05,2.739046678962686e-05,2.731810173294207e-05,2.693439577653133e-05,2.663131476483149e-05,2.652958165472205e-05,2.6394588732227867e-05,2.680525210701349e-05,2.652985062562417e-05,2.7693675858968367e-05,2.7443796266767286e-05,2.7477342918084795e-05,2.767778513294848e-05,2.7326547690608176e-05,2.7082658353005733e-05,2.76340395800614e-05,2.7927668824463896e-05,2.817668067475581e-05,2.7677938180174437e-05,2.7794360425318926e-05,2.822096781113736e-05,2.801054067413994e-05,2.8564458447803157e-05,2.8975792711540052e-05
74,2.7327645021624364e-05,2.7675725144950765e-05,2.8321858771432173e-05,2.864650977190255e-05,2.803500785394707e-05,2.8029964105290728e-05,2.8378374539480873e-05,2.831261058311511e-05,2.848796032209284e-05,2.819710614894314e-05,2.783738922481129e-05,2.798797530766518e-05,2.827968299839212e-05,2.8103954680024462e-05,2.8150684294007427e-05,2.8223548839632996e-05,2.810330793212099e-05,2.752200342434662e-05,2.7804047913270868e-05,2.7518575132748273e-05,2.7470834782026795e-05,2.7631614154567426e-05,2.7245466060706752e-05,2.7577310949915834e-05,2.7335359865370398e-05,2.7639716865172388e-05,2.7785824299867732e-05,2.7864154405142602e-05,2.7922344391299395e-05,2.8099613057735368e-05,2.8036541694573346e-05,2.7945551568028966e-05,2.8321965628209705e-05,2.7952612051659113e-05,2.776436789508072e-05,2.743826537607228e-05,2.7445515532708068e-05,2.6999889180097306e-05,2.7001780027834602e-05,2.7257316923121986e-05,2.702422662476885e-05,2.708699595785751e-05,2.671216247430379e-05,2.7228054134395125e-05,2.7937151865997368e-05,2.7800150443494032e-05,2.7616468732106316e-05,2.7589489860928307e-05,2.7513502534990955e-05,2.718104620918253e-05,2.704454356388868e-05,2.7066978324994158e-05,2.7014197930570404e-05,2.7393332155066652e-05,2.727967628198601e-05,2.8222948937067462e-05,2.7965293030768962e-05,2.8172285901547717e-05,2.834647409346837e-05,2.8371386514725224e-05,2.8211866426968733e-05,2.870273402957605e-05,2.887505688218321e-05,2.9076749889906373e-05,2.8728032377055305e-05,2.9028792759453417e-05,2.927468573647611e-05,2.909970914914575e-05,2.9752735090582123e-05,3.016077794215053e-05
75,2.809746293286997e-05,2.8492532421592407e-05,2.8953715027201245e-05,2.9286931535914124e-05,2.8652227639633614e-05,2.8560738219461652e-05,2.8895711534710468e-05,2.865317851803078e-05,2.8976435399632928e-05,2.8560364049919734e-05,2.8260310206742882e-05,2.8369938529458836e-05,2.8590675349585597e-05,2.8461661772614312e-05,2.8500859653682594e-05,2.853309274765769e-05,2.8245629786936023e-05,2.7714994871807707e-05,2.7873058506261548e-05,2.765384867076966e-05,2.7632771398526533e-05,2.7767648153417677e-05,2.7461041077499732e-05,2.7783789372025666e-05,2.7528067807757e-05,2.791340880311811e-05,2.8208013799427894e-05,2.8255580096056714e-05,2.8314121400078077e-05,2.863899169876486e-05,2.84293861963662e-05,2.834911526058805e-05,2.887349570933675e-05,2.8581546952986388e-05,2.8383951511650984e-05,2.805247460175743e-05,2.788002066890481e-05,2.7596370581356584e-05,2.765273203037004e-05,2.795351865676536e-05,2.751181008042784e-05,2.7566958473579906e-05,2.7163165782208068e-05,2.7793975145523913e-05,2.8345774878112678e-05,2.8033881530951074e-05,2.7892993126907866e-05,2.788790562507927e-05,2.78655013487628e-05,2.768532759615561e-05,2.773774654429381e-05,2.7842384665046424e-05,2.7877582962424188e-05,2.8171330050981183e-05,2.8231071370244483e-05,2.900925202168311e-05,2.8768432613623266e-05,2.9108054758886427e-05,2.920196795927531e-05,2.9528431301943158e-05,2.944794238629149e-05,2.9790592648950373e-05,2.9940382438029773e-05,3.0081711540731306e-05,2.988660128372929e-05,3.0385779309320287e-05,3.049350858071472e-05,3.036686902698785e-05,3.1135625813621694e-05,3.155517953846382e-05
