pixel,1144A,1149A,1154A,1159A,1164A,1169A,1174A,1179A,1184A,1189A,1194A,1199A,1204A,1209A,1214A,1219A,1224A,1229A,1234A,1239A,1244A,1249A,1254A,1259A,1264A,1269A,1274A,1279A,1300A,1305A,1310A,1315A,1320A,1325A,1330A,1335A,1340A,1345A,1350A,1355A,1360A,1365A,1370A,1375A,1380A,1385A,1390A,1395A,1400A,1405A,1410A,1415A,1420A,1425A,1430A,1435A,1440A
170,0.012234877931358449,0.012316754582340649,0.012386186836019105,0.012440596096392387,0.01246659180516305,0.012524593421910844,0.01255530999516769,0.012598508110982013,0.01262746248041683,0.012693019952721905,0.01275170449472992,0.01278550183702758,0.012863408314702741,0.01289837758916352,0.012940219221713048,0.012994483915401268,0.013022715430710277,0.013056476544428323,0.013101200459174109,0.013116457786726442,0.013166917355283598,0.013170181112033743,0.01319786480351765,0.013198869031177476,0.013225166660480766,0.0132265682955364,0.013263083110307002,0.01327105632109968,0.01326661995340011,0.013252077917295428,0.013255987040288077,0.013252443617909728,0.013202653766803001,0.013210108758127769,0.013165530580399251,0.013175160454017402,0.013138225037714531,0.013082284543887341,0.013059842045777169,0.013001402978434192,0.012935530305676091,0.012880491314377804,0.0128136205808677,0.012739192442447644,0.012672647146685787,0.012586930124292085,0.012484739202943957,0.012398400308191945,0.012324550140646684,0.012223308894665963,0.012136781844828226,0.01205328979211787,0.011957439582511107,0.011841899912483165,0.011758482812171213,0.011679334734036276,0.011591718757958972
171,0.009663949548204324,0.00972361757865023,0.009774216296604313,0.009807997045476588,0.00981939973586964,0.009860358536304726,0.009879619165742974,0.009912267870494226,0.009933210094351214,0.009990035379751523,0.010032930054404395,0.010061058366982529,0.01011708495903991,0.010141671684822584,0.010172685404360187,0.010212869966699768,0.010235481546554813,0.010264098417041059,0.010306313605996284,0.010321507316215409,0.010370076074270495,0.010377578101138742,0.010412389963430156,0.010419498472476646,0.010448389940751066,0.010452151327249548,0.010482824727120659,0.010483046531148382,0.0104362522886804,0.010418521557810258,0.01042502891065164,0.010423948477276223,0.010380764423886529,0.010392727206430571,0.010356387490923515,0.01037041523523248,0.010341227552075921,0.01030205345806776,0.01028937122535825,0.01024488554147279,0.010195357014185205,0.010157057577718304,0.010107069785715359,0.010047936156583498,0.0099977349322393,0.009926556366210315,0.009840472390912002,0.009765386410395385,0.009703409397097526,0.00961789332739845,0.009543497714870052,0.009474355169687077,0.009393116217798795,0.00929244209366122,0.009222678339747156,0.009165372295178094,0.009091953636218385
172,0.00781254841471327,0.007849232636697314,0.007876707341598387,0.00788884381235541,0.007887866647840084,0.007912663003168336,0.007922654320291845,0.00793974122041227,0.007948044290934049,0.007986096149079311,0.008000197986968665,0.008012547715635277,0.008038756543824837,0.008048569055374613,0.008067869910588572,0.008092513314527523,0.008101749716036163,0.008116261187032436,0.008139445755277148,0.008142041907286582,0.008173777014191258,0.008176992680286327,0.008208908390143006,0.008215357879025756,0.008238390078935636,0.008236776234320257,0.008254254490892577,0.008242382364095163,0.008169609440202164,0.008150914859298388,0.008156084596363754,0.008155416839544563,0.008117807734724187,0.008127109822093794,0.008093546486896752,0.008100538194221962,0.008076452641691042,0.008049662696833788,0.008041075799295028,0.00800941919955638,0.007973855829801367,0.007947270624500638,0.007910616438213683,0.007865008235329431,0.007829120244477463,0.007775427335762993,0.007709952219538348,0.007652618044306739,0.007610685921482706,0.007546092404279681,0.007490140998090709,0.007440033541510569,0.0073799296573836435,0.007298861618022593,0.007246553313039741,0.007210088604446616,0.007156510092914752
173,0.00655120544511017,0.006575568654744434,0.0065879955407093715,0.006586873452047766,0.006580574627572115,0.006594210387009773,0.006598400029208086,0.006603040009761551,0.006602010422949657,0.006624766933235008,0.00661485760630409,0.006614930738515222,0.006620087150473468,0.006620477043070785,0.006636110963977131,0.006650584603841568,0.0066469320698016535,0.00664429175998997,0.006640179934621703,0.006624449026769958,0.006632507664250397,0.006626973843877438,0.0066478932561964115,0.006648462705476213,0.0066589761404719314,0.00664720629950447,0.0066484240833115825,0.006626464425628231,0.006551112200546032,0.006530421773541325,0.006527739620626054,0.006520842286354996,0.006485939758953984,0.006487208967955276,0.006453492420890996,0.006450182219944136,0.00643141958571612,0.006412528640839618,0.006404124794843313,0.006380453108812262,0.006351897649058626,0.0063274231761759,0.006293832685970608,0.006252998775451171,0.0062233294221868156,0.006183048880150581,0.006134325763541662,0.006092587150891696,0.006068883149467925,0.006021065294840704,0.0059816776555821904,0.005945219692352833,0.005903203045490851,0.005838347554061957,0.0057987856412987406,0.005772858246950637,0.0057352616715426775
174,0.0056794009415380145,0.005699734620882653,0.005706372848441027,0.0057013411241388,0.005695951795196947,0.005702674340895954,0.0057032763269831395,0.005700637990849702,0.005694881274549947,0.005711823272095622,0.005691859905125436,0.005688920197954328,0.005688697482570955,0.005687245713377351,0.005705799737182831,0.005715634778624927,0.005705117519346639,0.005690817850539295,0.0056667021779144115,0.005639008415159453,0.0056306914361317,0.00561804502872499,0.005626048417239835,0.0056182578999159774,0.005614766403543177,0.005593524121367675,0.005582463967973402,0.005558518299449818,0.005501329706696889,0.005477433974740972,0.005464495758005838,0.005447365720735275,0.005414135865409543,0.005406184496117836,0.005371888001607412,0.005360501719129757,0.005346442568676703,0.005330888296184857,0.005321276287577747,0.005301140058927349,0.005276450891231739,0.005250694109243164,0.005216134937992853,0.005176927946469105,0.005149489907776027,0.0051188419697260346,0.00508089735449555,0.005048876931056686,0.005034789244928014,0.00499560781477307,0.004966915964960561,0.004936763028227243,0.004907199746499105,0.004854337534604624,0.004821750342948059,0.004796134779439357,0.0047676479522613426
175,0.00501287851217955,0.0050284051428558215,0.00503158446190765,0.005026453613325189,0.005024656115195068,0.0050279249926878,0.0050276334322109295,0.005021197510149301,0.0050122839943676535,0.005029296480688958,0.005009846220522025,0.005009773397256557,0.005015088722049121,0.00501530721813079,0.005034887993185803,0.005041201425367129,0.005030535350175507,0.005015143817191431,0.004989984982943747,0.004964585035431599,0.004955440041027806,0.00494030527363525,0.0049398294520739405,0.004924785163818436,0.004912970118988259,0.004888889271963372,0.004874769460559881,0.004857104705917051,0.004824009464593658,0.004799549181197423,0.004782354462733381,0.004759534317744302,0.004731427882386108,0.004717520070105757,0.004683349189535981,0.004667521123259754,0.004656507871851483,0.004641693262098043,0.0046325379005880815,0.004615358784810397,0.004596849629693473,0.00457426861212764,0.0045433260644330755,0.004509332239147115,0.004485680903723966,0.0044629176912545565,0.00443130932769902,0.0044040552358446325,0.004391883555698225,0.004356168357063743,0.0043347000621550575,0.004308486815152731,0.004288361656675939,0.004246024021706073,0.004217922764696811,0.004188699579709942,0.004165271386771109
176,0.0044380027876113025,0.004444193033654375,0.004440952570688381,0.004433822421149366,0.0044334999468073006,0.004435298232043281,0.004436207597108732,0.004427440667644976,0.00441444774262382,0.004431245474703898,0.004414473148499556,0.004416923020263385,0.004429332767198319,0.0044298290727684585,0.004443727695738257,0.004445346210923624,0.004438980872663915,0.004431644585998326,0.0044223121177789405,0.004409968796218067,0.004410525442503766,0.00439553561833547,0.004393578188523821,0.004376374691662608,0.004367243847676628,0.004349591767500701,0.004341488170019506,0.004332228255452698,0.004316345549825125,0.004297766063609164,0.0042869170867594585,0.0042679477703526465,0.00424955188077995,0.004235116469711899,0.004203026190690397,0.004187023068162459,0.004179385045606088,0.004165556915118085,0.004159374111681063,0.00414639386318135,0.004135485446725776,0.004121391988125322,0.0040998958460109975,0.0040757711046679615,0.004059706384240129,0.004044563456478661,0.004017840085615313,0.003993592961414401,0.003981369497081306,0.0039495123402066646,0.0039356755757688645,0.003915792392737986,0.0039054461460619905,0.0038746264947727453,0.003852805253178518,0.003823384067848989,0.0038047513538762828
177,0.003908439809300279,0.003906401961982138,0.003896236944954045,0.003885781542089185,0.0038834502518932702,0.0038845452099719063,0.003886879015397208,0.003877115149350901,0.003860266430317517,0.0038745936300770335,0.0038577953116603852,0.0038588188348919338,0.003873022851194588,0.003870439923036685,0.003874110366961989,0.0038706458187368906,0.0038685759843942328,0.0038705538873867744,0.0038786938175449704,0.0038783996715589775,0.0038869298187908436,0.003871798943279822,0.0038731954264865243,0.003860859646796446,0.0038631694917666006,0.003857470556670658,0.0038588583115117545,0.003855050959530861,0.003851735489590184,0.003843240841470426,0.0038442232963883365,0.003834295944249625,0.00382641255145772,0.0038170669250068494,0.0037917282338809774,0.0037816208237310906,0.0037809726536205813,0.0037694081478595797,0.0037663902568306935,0.003756605384714342,0.003749955993935507,0.003745508591184458,0.003734873732234815,0.0037234068804698327,0.003718381893305396,0.0037117216479042475,0.00369116189331044,0.003671287072961693,0.0036611724337176368,0.0036354094449193787,0.003628854253857545,0.0036164243968274117,0.003615717981972881,0.003596749726912238,0.003584911138227186,0.003562607922322442,0.0035512189989292727
178,0.0034132444608145607,0.003408953925781077,0.0033963893848708987,0.0033863620591843588,0.003382416266764493,0.0033843565037799343,0.0033881509025265413,0.003380116686337825,0.003363355516942609,0.0033755477450506557,0.0033577748248511423,0.003355041213591966,0.0033656216448074,0.003358852872060605,0.0033530834098444216,0.0033458377398944803,0.0033447498953176943,0.0033504939938982267,0.0033658375797116736,0.003369802656086867,0.003379174782559332,0.003363706118192758,0.003368708377538845,0.0033641211060902896,0.00337651227201321,0.003379259002110414,0.0033858656653140157,0.0033832878026269914,0.003391088447096122,0.003389969759591916,0.003399337047234029,0.0033962762909843557,0.003396152057127717,0.003395403350891055,0.0033813584596278892,0.003381474024846793,0.003390166457601321,0.0033814004058304358,0.003380593960646817,0.003372014945831388,0.003366621600339304,0.003370082797619473,0.0033669023662169844,0.003367516426606668,0.0033733189850420034,0.003374690567711775,0.00336229080193699,0.0033500404826159558,0.0033451928768539413,0.003326289699059518,0.003324059380093518,0.003316102793522809,0.0033213285446266013,0.003311247541534334,0.003310694005372337,0.003300704086286469,0.003298855646376533
179,0.002960718422280381,0.002959616208521199,0.0029502419672922586,0.0029458057035059433,0.002942931669243607,0.0029467570103023947,0.0029516558638869447,0.0029478491332245627,0.0029363582518621982,0.002948391848389049,0.0029321861863131084,0.0029272387788841767,0.00293334756495551,0.0029254061478864012,0.0029158618979225536,0.002908480101481336,0.002906434375817085,0.002910909850470957,0.002923832269845293,0.0029260528378897,0.002931846462884534,0.002916946332213766,0.002922908677386439,0.002923191376817417,0.002937573981801024,0.0029407668716137513,0.002945983980871225,0.002941581528245788,0.002953955127074137,0.0029547849669410327,0.002966591966351669,0.0029662399710963933,0.0029704097643111016,0.002976742626149935,0.002972276040545949,0.002979346863259341,0.002993327851241112,0.002986108872158679,0.0029871928345351828,0.0029797036829042525,0.002976689075157993,0.002985378798000559,0.002983920791427896,0.0029923377113873933,0.003004278889766115,0.003010685385864437,0.003007143030757301,0.003004652087988579,0.003006637720075756,0.0029938110210755123,0.002993423992271228,0.0029870277476677642,0.0029942690369737885,0.002989186972079498,0.002998016584837771,0.003000075148850688,0.0030065798375531532
180,0.002563454622382276,0.002567139860611043,0.0025630483823006482,0.0025655784080317,0.0025653387490969124,0.0025707047044741323,0.00257588331033815,0.0025774695698084177,0.002573915023455519,0.0025868529696377717,0.002575592356536717,0.002571752710298979,0.002576083289149766,0.002571630237907016,0.00256471511343307,0.0025613478847818874,0.002559055928052353,0.002561357397999614,0.002569047254598468,0.002568226289150135,0.0025701807301253305,0.002557605481442893,0.0025626503668062404,0.002564089368273584,0.0025745451548320275,0.002573997053464174,0.0025754810632857327,0.002569155925221855,0.002576767632063169,0.002576118898614719,0.0025863360463339122,0.002585580443904173,0.0025909081104379572,0.002599085845468549,0.0025979768937635624,0.0026045727676190537,0.0026165238755025194,0.002608564357380318,0.0026105108469898644,0.002604807157139646,0.002605652729399265,0.0026167165599888928,0.0026131696158579287,0.002624493480415256,0.0026373663016022145,0.002644721010049969,0.002647653558536939,0.0026519579739710266,0.002658294253901371,0.002649317259919469,0.0026502713777496693,0.0026457537892608826,0.002654565667512361,0.0026525978159041264,0.002667079959077485,0.002676784012067627,0.0026871419971624963
181,0.00222614371486467,0.0022323727979175834,0.0022317741964007305,0.0022393339107693653,0.00224235231797304,0.0022488106716295943,0.0022537973087563674,0.002259991456959654,0.0022623685986692373,0.0022751202782010198,0.0022699060412716275,0.0022690495427213613,0.002273787670324852,0.00227566935113061,0.002273947967580138,0.00227643740443476,0.0022748912615869715,0.002276790735801833,0.002281515482906155,0.002280023037612687,0.0022804922681905725,0.0022728351694158147,0.0022777234648577154,0.002279727971137077,0.0022856999887523807,0.002282691263434222,0.0022821465776724638,0.002276031554922397,0.0022759305865267645,0.0022733225324466943,0.0022797852188522426,0.0022765303893393343,0.0022811644505235282,0.00228697374831312,0.0022853573322151642,0.002288144261704253,0.0022941831836021513,0.002284218737932055,0.002284704326056941,0.002280344731247407,0.002283060692838013,0.0022934601226272462,0.002286965758115398,0.002297405487100009,0.002308381171972901,0.0023134203872292513,0.002318188966372705,0.002322440969533721,0.002327848005044645,0.002319987227511882,0.002321632498865872,0.002319752253867761,0.002330518745797625,0.002330461202456138,0.002345890464595397,0.0023579860974072228,0.0023681047450041463
182,0.0019459591830139008,0.0019521490655438555,0.0019527441595164664,0.0019631246601383785,0.0019692744284653435,0.001975795973259283,0.0019797746372913123,0.0019877682027627454,0.0019907453536619018,0.0020009913302901266,0.0020007906398723484,0.0020031435989180607,0.002008020703021844,0.0020160184465749134,0.0020173203517807963,0.0020245712935442785,0.002023395627665173,0.002026476843092905,0.0020310861178592073,0.002031113375882037,0.002031970196570241,0.0020303919609936595,0.0020366807094730306,0.002040651910094088,0.0020448176302732533,0.002042867983395944,0.002042611679811184,0.0020386695295408663,0.00203661017385749,0.0020341357761979656,0.0020370478720145827,0.002031721879520003,0.002036079954566964,0.002038679332889145,0.0020361188063637487,0.002036482315082572,0.0020376440883091203,0.002026583500422912,0.0020245016177917853,0.002020927580426074,0.00202234558350725,0.002029389028120084,0.0020204287591853555,0.00202742034405979,0.002035970251231372,0.002037620637448633,0.0020412368943445013,0.0020407097006644166,0.002041451630944244,0.002033608144373136,0.0020340963296775305,0.002033404558746562,0.002044351832163426,0.0020441939515920115,0.0020563292923035273,0.002066371755701055,0.00207385867709992
183,0.001719160800394353,0.0017240081021633329,0.0017246662488944616,0.0017363205374373329,0.0017438056744357641,0.0017480008438892985,0.001749898421747906,0.0017580180230926093,0.0017580661362425734,0.0017640225574081737,0.001766586859659167,0.0017715053484387644,0.001774458498050055,0.0017862390805675594,0.0017866805620135313,0.001796158995298773,0.0017941725616020653,0.0017977741723482993,0.001803028984088605,0.0018039815753284718,0.0018055119657735138,0.0018084471986825309,0.001816014395799332,0.001821745483693177,0.0018259150109469573,0.00182686430499154,0.0018277287886260113,0.0018262643669555718,0.0018284577045906453,0.0018281282874541577,0.0018293456398686054,0.0018250747140190348,0.0018310888336693606,0.0018319591435576848,0.0018286786975906593,0.001828445724330272,0.0018277477015492074,0.0018179660258207946,0.0018149181018031852,0.0018128830857012527,0.001812552996690475,0.0018158878645267574,0.0018062001944056003,0.0018095698588070077,0.0018162098271235969,0.0018150646242074179,0.0018176516516387891,0.0018127136693860207,0.0018089291139580968,0.0018021388363365421,0.0018002409936114755,0.0017987475838867227,0.0018072597355094895,0.0018055392876052524,0.001812546873145333,0.0018179408508855906,0.0018211640229282282
184,0.001539305682154044,0.0015420299072173265,0.0015421449169615152,0.0015541507371905955,0.0015606174906899828,0.0015602603004156118,0.0015592514484621455,0.001568014373687183,0.0015656704365553968,0.0015669498399100822,0.0015698426385733634,0.0015766043923661635,0.0015761174969055095,0.001588923052573235,0.001585805418627264,0.0015953504825577335,0.0015923027698793724,0.0015945240115701484,0.0015997323564877605,0.0015998103045802932,0.0016020233036450233,0.0016065402211796022,0.0016134116448641082,0.0016183016276460492,0.0016219862991108806,0.0016249581638655484,0.0016264197485486213,0.001626077238959222,0.0016326274734502016,0.0016340488328417085,0.001634806851018238,0.00163414249340973,0.0016425184155372178,0.0016429390056332685,0.0016386310242111665,0.0016382312312540974,0.001637855935582711,0.0016310385908550609,0.001628908090915209,0.0016290313084302655,0.0016285611004002408,0.0016300969980778727,0.0016220800640016136,0.0016234739684770792,0.0016283034899889641,0.0016253101825834384,0.0016281825501474846,0.0016222836561080641,0.0016166554077871392,0.0016123760295198414,0.001608851264127563,0.0016062119055610898,0.0016111366311338724,0.0016082724838340676,0.0016111951201178544,0.001612346999675782,0.001610912177171169
185,0.0013911500874012005,0.001391783964611634,0.001390711053966368,0.0014021199290790904,0.0014065091440737874,0.0014020282529272213,0.001398026472759017,0.0014078059840208464,0.0014052176184321476,0.0014032666428397446,0.0014054939422221539,0.001413721314782845,0.0014104338214629714,0.0014219778492922002,0.0014146304616605195,0.0014234074146746262,0.0014208826665941731,0.0014213059929493721,0.0014259558775726365,0.0014244881746569727,0.0014277681964637294,0.0014313809341159368,0.0014355757441445508,0.0014375343679645294,0.0014402040541861,0.001443428228996922,0.0014445018081339954,0.0014432884854395063,0.001450734342156272,0.0014518847622887485,0.0014519434810373994,0.0014545773845961105,0.0014636264670364768,0.001463750109344122,0.0014584634062295655,0.001457627893468197,0.0014580128646683244,0.0014535271653631744,0.0014521363030939867,0.0014537531466989587,0.0014541800806276257,0.0014557113798307044,0.0014506045821643114,0.0014513187608124671,0.001453808694759168,0.0014499305355603535,0.0014532906461515145,0.0014491338796280813,0.0014436692607947474,0.0014417698289431,0.0014382706754594574,0.0014353295737500626,0.0014375580991099035,0.0014348516843952813,0.0014358766921857408,0.00143509479268087,0.0014302476458954061
186,0.001252431200638009,0.0012523612343393851,0.0012500390203895669,0.0012599208567920905,0.0012631400365297784,0.0012582297700520256,0.0012526088172308402,0.0012625826845481724,0.0012610223996795415,0.0012586338752062685,0.0012606752442620329,0.0012695151360744485,0.0012652458852516538,0.0012742934894992744,0.0012640067430007998,0.0012722149625345668,0.0012721144884415177,0.001272118575838851,0.0012761994816878628,0.0012738316320581766,0.0012783280424147154,0.0012801931955360448,0.0012814055990115981,0.0012811313871012007,0.0012840750184249935,0.0012870479273693286,0.0012874179145829089,0.00128451476888064,0.001291066134484777,0.0012909830162608242,0.0012901914972853364,0.0012941632317980175,0.001301232795470074,0.0013008704775375065,0.0012957859781672105,0.0012944705093216036,0.001295165248729501,0.0012910486394461158,0.0012888421072881349,0.0012909691750818846,0.001291669805312208,0.001293251668752561,0.0012905151747412346,0.0012909372739754274,0.0012906716538735158,0.0012868544032458849,0.0012890187485851193,0.0012868227140912913,0.0012819396728509054,0.0012812692283691955,0.0012787974962540686,0.0012758413484849859,0.001276772802155274,0.0012746761236893185,0.0012751222004516163,0.0012740609412334573,0.0012674910390195445
187,0.0011064686322523804,0.001107273607900519,0.0011044828939763792,0.0011124833953757482,0.0011157180191203801,0.0011140964907260325,0.0011091322687659462,0.0011187095101418587,0.00111849685857868,0.0011181201889743817,0.0011207661631616602,0.0011293216953338044,0.0011260269369286616,0.0011333688726674939,0.0011228886393430508,0.0011309048217256635,0.0011334503909416578,0.001134392127656935,0.001138210750833649,0.0011361896048671849,0.0011416587661299655,0.0011426339725172125,0.0011419186451671894,0.0011414107862285498,0.001146146020873946,0.0011496095806142385,0.0011499507611912832,0.0011463629110386663,0.001152856962644208,0.0011529547991633946,0.001152520218712914,0.0011566432053239887,0.0011604147837961994,0.0011599806350963086,0.0011566774462809595,0.001155301467819345,0.0011562107268322265,0.0011516523368488745,0.0011481961739957525,0.0011506795323115318,0.0011503314359449831,0.001150927668682202,0.0011495484829547645,0.0011503064619950885,0.0011477318263003779,0.0011447311720038016,0.0011435839012611823,0.0011421593559649225,0.00113783039355459,0.0011375398312715053,0.0011359496863220398,0.0011323631270850482,0.0011323874319525715,0.0011303310807357731,0.0011300733017066589,0.0011289439376873196,0.0011220729169400653
188,0.0009527538506697432,0.0009548028436956252,0.0009525497079453387,0.0009590213488069752,0.0009618622904564519,0.0009640500557369453,0.0009615876262950584,0.0009710076443121099,0.0009718327605093761,0.0009738324957726279,0.0009774222715327376,0.0009855682773308948,0.0009842202678768805,0.0009915935670932548,0.0009837863908820712,0.000992047725262182,0.0009963250296344316,0.000998581679702543,0.0010028605831454342,0.001002319473570482,0.0010084472566574726,0.0010102726643479516,0.0010093254906095631,0.0010099491430878844,0.0010162689453478554,0.0010206563604845927,0.0010217815264897613,0.001019534782720385,0.0010280659710525054,0.001029994336498216,0.0010310845391833675,0.0010354363769192725,0.0010367935878878172,0.0010370358594010674,0.0010359868255522932,0.0010349425323165165,0.0010366392429709598,0.00103296790680536,0.001030051019401167,0.0010334317717030099,0.001031722067776891,0.0010309734128537548,0.0010306613146202053,0.0010327500275993731,0.0010291794113816294,0.0010275292317085516,0.0010229443028050348,0.0010218181473385702,0.0010181991062812377,0.0010177063550539387,0.0010164419930200404,0.001012048313332969,0.0010111789689541293,0.0010087773600393707,0.0010070608686420176,0.001005210541240574,0.000999056755728867
189,0.0008048205733369345,0.0008076119408440157,0.0008063179238519879,0.0008119085683289696,0.0008131005630230977,0.0008168775490617981,0.0008171937544726196,0.0008262933268414354,0.0008274218721733512,0.000830489658471795,0.0008348886328870031,0.0008425202699516755,0.0008420722750296869,0.0008500343586062706,0.0008464533872988103,0.0008550593349652987,0.0008601966408569559,0.0008632838463455834,0.0008686637254847335,0.0008699004178968423,0.0008758786021956802,0.0008797427421944733,0.0008803173014957623,0.0008827506406451082,0.0008892746256369074,0.0008942972517995961,0.000896751855598275,0.0008975582099868477,0.0009103026425338613,0.0009139732183996352,0.0009165152552464275,0.0009215900487434199,0.000922591169651124,0.0009240463156948203,0.0009248120004896305,0.0009243638450176836,0.0009273552463432305,0.0009261977613750904,0.0009257570771492276,0.0009302375314148596,0.0009281546053485977,0.0009269301267778264,0.0009277384606589897,0.0009314455744718632,0.0009283640964208244,0.0009285755455685908,0.0009229451649575033,0.000922986262309734,0.0009204256699050039,0.00091949569140911,0.0009187849551964967,0.0009146588637190383,0.0009133743409808998,0.0009108866751221553,0.0009076528244470867,0.0009046347023229846,0.0008997568297312717
190,0.0006782296877018906,0.0006814076456535615,0.0006805218718549646,0.0006854762204343992,0.0006847719100502179,0.0006880792993119312,0.0006900767836559946,0.0006979252647115888,0.0006987126283640592,0.0007013266057473277,0.0007061602712880224,0.0007126663127979285,0.0007112118068573827,0.0007188725412373545,0.0007189537871669816,0.0007270025567946629,0.0007323606598676147,0.0007357063484764497,0.0007418945410316845,0.0007441128973102801,0.000748319676673954,0.0007539138119687924,0.0007567384079473437,0.0007610380152179737,0.00076651525475035,0.0007717977812105911,0.0007757659920946249,0.0007794510739005068,0.0007971285537998935,0.0008013628696677298,0.0008046583714845728,0.0008106905023454747,0.0008129238513840134,0.0008158678256955106,0.0008183432834554242,0.000818898691966103,0.000823096848284805,0.0008245669605470478,0.0008270040044523326,0.0008324008231984164,0.0008314704794441098,0.000831226595343043,0.0008331160852825103,0.0008377417478187079,0.0008361216593972332,0.0008384511244814845,0.000834604767785097,0.0008367867461094937,0.0008356825067477285,0.0008346734311733968,0.0008353073453411662,0.0008328882239852013,0.0008318636630976513,0.0008300325647191659,0.0008265806287283544,0.0008229505456787072,0.0008197579921767653
191,0.0005802212428883607,0.000583708311716799,0.0005823450877673566,0.0005864993219243344,0.0005849483933836317,0.0005874833044893253,0.0005896411447659168,0.0005954882744292031,0.000595820677677112,0.0005969012984484005,0.0006015807444503441,0.0006065470027140548,0.0006034783460607328,0.0006100320484513324,0.0006119264580740191,0.0006180095394762799,0.0006228376712267581,0.0006260639361030482,0.0006318915258229588,0.0006339504154122066,0.0006350391625875595,0.0006411311580215089,0.0006452984228007192,0.0006506480753009937,0.0006544305040678134,0.0006597760277076242,0.0006646817337930902,0.0006691195275850999,0.000689530033277489,0.000693510798935328,0.000697100737574867,0.0007035381524100165,0.0007070478194783125,0.0007111315591889494,0.0007154753741363723,0.0007173852367199241,0.0007224000895358517,0.000725459252388183,0.0007300400039757628,0.0007360220728577999,0.0007371903933255121,0.0007390706827565295,0.0007422029145449892,0.000746841828822359,0.0007469877257523626,0.0007511896619730955,0.000750708977868787,0.0007553130089601902,0.0007560965449088117,0.0007557374632044628,0.0007579820148992082,0.0007579048374042397,0.0007576531715742202,0.0007576500068536767,0.0007559613604625794,0.0007528829988434414,0.0007518443872422637
192,0.0005071679667565222,0.0005109131206604849,0.0005091558995501867,0.0005125303821394832,0.0005111226008480257,0.0005135775930197748,0.0005149348178003407,0.0005187709640579653,0.0005191848133565937,0.0005185410963135051,0.0005224935083673973,0.0005262098937960632,0.0005224277865209246,0.0005277746637291186,0.0005299451895400738,0.00053332847722898,0.0005369286045843155,0.0005398320523888451,0.0005445216966606392,0.0005458546469193704,0.0005439336624760942,0.0005494215325904932,0.000553294763710274,0.0005584399020139136,0.0005604265198249519,0.0005653859384105229,0.0005699907986297777,0.0005729496092880264,0.0005921403728567072,0.0005957210304383654,0.000599080503566982,0.0006044257822308759,0.0006083636466409269,0.0006127594236603297,0.0006184082577585915,0.0006212444584214964,0.0006264146498074175,0.0006300492146393475,0.0006356641476643501,0.0006415812273566731,0.0006444680409155235,0.0006485433093039822,0.0006531055219391032,0.0006571475078609189,0.0006588995520862883,0.0006644785973774994,0.0006673341119750427,0.0006736236638200332,0.000676494341823799,0.0006775304316123137,0.0006810252199300941,0.0006830398924068435,0.0006838637393622203,0.0006869855155398683,0.000688446598512873,0.0006867918158659063,0.0006880792750546723
193,0.00045051646279499914,0.00045440033723376895,0.0004530694293208373,0.00045585761135461135,0.0004546925752573007,0.00045779357093551887,0.00045844859856686114,0.00046057508824210076,0.0004616907859564501,0.000460219513559237,0.00046305888735191886,0.00046607122664143514,0.0004629180840173642,0.00046710786316360095,0.0004691020195127833,0.00047015051003653933,0.0004723100604570144,0.00047477796222742703,0.0004785646471302912,0.0004792935918530453,0.00047577642362858243,0.0004802453409465307,0.00048270933740222834,0.0004867531481645316,0.00048744769074040916,0.0004914834896345094,0.0004950161862011274,0.0004957781911248009,0.0005107139732577291,0.0005139152456219277,0.0005159118096457828,0.0005187827012341144,0.0005228170357652536,0.0005267981929885505,0.0005322515926248335,0.0005349302244105889,0.000539372247577659,0.0005429360581438523,0.0005482296603618668,0.0005530975367566102,0.0005565633451559309,0.000561895219928749,0.0005673837159380652,0.0005703339490314072,0.0005731245211811702,0.0005794413567096894,0.0005841766948029098,0.0005905401990462652,0.0005952064707715306,0.0005980125732244196,0.0006021902912794699,0.0006055494910313494,0.0006073607278327317,0.0006140292109879262,0.0006184023705785072,0.0006183671484906548,0.0006216812845185656
194,0.00040358065334610065,0.0004072697108326424,0.00040658507029069096,0.0004088641364585743,0.0004077585917083279,0.00041172890822002136,0.00041221848869583586,0.00041276299610083664,0.00041470214733151334,0.0004139841975140866,0.00041559406210697986,0.0004181818949971484,0.0004166958479679786,0.00041949397802777097,0.00042157570175336775,0.0004214247815438876,0.0004225641424462921,0.00042441910741674536,0.0004278108981883214,0.0004284313066020211,0.0004249466013555532,0.0004286123767811004,0.00042941645550711495,0.0004321048040603005,0.000432304743877194,0.00043517266099836547,0.00043785050382884647,0.0004372001402084676,0.00044729105509828243,0.00045015705432457443,0.0004498413986025876,0.0004503385071807151,0.0004548094058894885,0.00045785415340571066,0.0004616218564295912,0.00046340966030140196,0.00046636732511225144,0.0004692980302252042,0.00047318445187901687,0.00047644825215426505,0.00047954882500061865,0.00048481282105411125,0.0004899391384764405,0.0004915853509609863,0.0004945572894023862,0.0005005774871318432,0.0005052016500088066,0.0005101350758381741,0.0005158157244369699,0.0005197996523931383,0.0005238886648376583,0.0005276824292284484,0.0005299570601431966,0.000538907525612174,0.0005445023523679822,0.0005457349054010653,0.0005504728650104926
