pixel,1409A,1414A,1419A,1424A,1429A,1434A,1439A,1444A,1449A,1454A,1459A,1464A,1469A,1474A,1479A,1484A,1489A,1494A,1499A,1504A,1509A,1514A,1519A,1524A,1529A,1534A,1539A,1544A,1549A,1554A,1559A,1564A,1569A,1574A,1579A,1603A,1608A,1613A,1618A,1623A,1628A,1633A,1638A,1643A,1648A,1653A,1658A,1663A,1668A,1673A,1678A,1683A,1688A,1693A,1698A,1703A,1708A,1713A,1718A,1723A,1728A,1733A,1738A,1743A,1748A,1753A,1758A,1763A,1768A,1773A
63,1.9204548249351992e-05,1.9584872265530134e-05,1.963844757817068e-05,1.9937846819926294e-05,2.033445358520156e-05,1.9933571347569496e-05,2.014362110561758e-05,2.0310577085615423e-05,2.0467756064620872e-05,2.079484373835629e-05,2.0958306417437368e-05,2.1281459977443384e-05,2.120129710521316e-05,2.119578676096883e-05,2.140587405660028e-05,2.172409801504869e-05,2.190223385226797e-05,2.204033353651578e-05,2.2264267740693364e-05,2.2469331981118483e-05,2.264585051594092e-05,2.3146448393444602e-05,2.2824482169227e-05,2.3004211326295427e-05,2.335831416905151e-05,2.319709856436798e-05,2.322921581959399e-05,2.359211822217592e-05,2.3719160866284226e-05,2.3676019009043266e-05,2.374101130435755e-05,2.378924340697425e-05,2.401550847627236e-05,2.427666939234208e-05,2.436396827673735e-05,2.4294511367833428e-05,2.4326758563312242e-05,2.43162843603092e-05,2.4340734545272017e-05,2.4932865780781314e-05,2.5000755394783124e-05,2.479598549944292e-05,2.436605100428107e-05,2.4371292143435763e-05,2.476087784686334e-05,2.4705418277023414e-05,2.4500055752451856e-05,2.4128545674357604e-05,2.4422088412608483e-05,2.4299243325765812e-05,2.4203667434771288e-05,2.4104924061983546e-05,2.406671499109919e-05,2.413702515508711e-05,2.3885694297509038e-05,2.377842604545066e-05,2.3629939739717765e-05,2.324669423201452e-05,2.3371019953193608e-05,2.357620879169569e-05,2.3728132979054265e-05,2.376543900670372e-05,2.3359656128697504e-05,2.3049895081395906e-05,2.269982253900116e-05,2.2468241557974787e-05,2.384210899538851e-05,2.3278175129310898e-05,2.2693251884264417e-05,2.2709639191037507e-05
64,1.991808298984345e-05,2.0261245761674007e-05,2.0349038490509616e-05,2.0638865958022924e-05,2.0946372732318537e-05,2.0520356096649946e-05,2.066448777287733e-05,2.090568269913872e-05,2.107068162082215e-05,2.1434046097116452e-05,2.153432802529952e-05,2.1937342875635934e-05,2.187783751589093e-05,2.1979886920459693e-05,2.2124687840963227e-05,2.2500070584536332e-05,2.272575845507977e-05,2.286262660567001e-05,2.3047878451330467e-05,2.334168136025296e-05,2.34758685228682e-05,2.3986561148715728e-05,2.3674647364037905e-05,2.379783810649013e-05,2.419315212803095e-05,2.3972442136725283e-05,2.402684932790518e-05,2.441720251927905e-05,2.4421443220302608e-05,2.4401350804829666e-05,2.435893575942321e-05,2.429503745719824e-05,2.4429157531120265e-05,2.455360162155641e-05,2.4543271957944515e-05,2.445670334951484e-05,2.4563415346194502e-05,2.4477216519767762e-05,2.4442773263614534e-05,2.50806700224494e-05,2.516047423793033e-05,2.5002148811380562e-05,2.4507907103537545e-05,2.454295605620597e-05,2.5075088754234444e-05,2.4978754180655993e-05,2.471352361099284e-05,2.438996780415547e-05,2.4687568238396084e-05,2.458028874611621e-05,2.4466112395675425e-05,2.432526715414196e-05,2.4235311400972947e-05,2.428710009159285e-05,2.4198723607395284e-05,2.411392086559646e-05,2.3810526632516384e-05,2.351466646266157e-05,2.3653690181651623e-05,2.374536006750285e-05,2.399447192997777e-05,2.398387435620063e-05,2.353251030170439e-05,2.324804592526186e-05,2.2819056705938088e-05,2.251261699895089e-05,2.418043811888201e-05,2.350068231423471e-05,2.287898733148332e-05,2.2807849659639074e-05
65,2.065543687541981e-05,2.095055123569232e-05,2.1142122865968547e-05,2.1367163845221984e-05,2.156683225134387e-05,2.114220474927201e-05,2.1209085748093555e-05,2.1580503323176188e-05,2.173495338303196e-05,2.2098455073274373e-05,2.221198152988896e-05,2.266410242695919e-05,2.267318797694901e-05,2.278684211205105e-05,2.290743220454749e-05,2.333034416605652e-05,2.3576181261133388e-05,2.367889423145981e-05,2.3852695200257795e-05,2.420848748095407e-05,2.4279220289608457e-05,2.477807615693864e-05,2.446660243166004e-05,2.4544476303608812e-05,2.4923302876456257e-05,2.465354434146352e-05,2.4746664765826387e-05,2.504771574644325e-05,2.5007643522454386e-05,2.501610425012585e-05,2.4838736705894007e-05,2.4690604035361096e-05,2.474364606632827e-05,2.4727916645726668e-05,2.4688672578931837e-05,2.465672740731037e-05,2.4818157049057402e-05,2.462357938057125e-05,2.4551489023557752e-05,2.5170559415379777e-05,2.524407391598899e-05,2.5145662105529322e-05,2.4640942641601475e-05,2.4665684043724288e-05,2.533589240866673e-05,2.521050669107565e-05,2.492532404482357e-05,2.4699628328041776e-05,2.4986194879581315e-05,2.4847741188011287e-05,2.468477688714835e-05,2.4494231936882104e-05,2.4363163421054826e-05,2.447345325143068e-05,2.4583275143563903e-05,2.445021291859855e-05,2.4017595095419283e-05,2.3831276130495818e-05,2.3989256977208678e-05,2.3957825484324265e-05,2.433713487961089e-05,2.4320704376592725e-05,2.3797992176523214e-05,2.356858319819696e-05,2.3142043261195373e-05,2.2717259942763125e-05,2.4556504111723082e-05,2.378223800146445e-05,2.317319136694146e-05,2.2994776102010156e-05
66,2.140900533928596e-05,2.1650834643871826e-05,2.1966449318564427e-05,2.209904113988431e-05,2.2238116663970042e-05,2.180862306795213e-05,2.1824200600873443e-05,2.23286185923101e-05,2.2453682732819752e-05,2.280920257455144e-05,2.298684319720438e-05,2.3485285036133025e-05,2.354090706571818e-05,2.359304617471149e-05,2.3748168400695302e-05,2.417556448160491e-05,2.440514781378979e-05,2.4484699889414373e-05,2.4671862556892897e-05,2.5014790720586184e-05,2.503620800612583e-05,2.5460834491456697e-05,2.5165673608370706e-05,2.5219908928710228e-05,2.547631096285752e-05,2.521410940265325e-05,2.53437584288841e-05,2.5453154822002513e-05,2.5469502034525462e-05,2.548392139893094e-05,2.5232384992776918e-05,2.5028673516785032e-05,2.4981330784149383e-05,2.490044105973987e-05,2.488641022962846e-05,2.4912735821960086e-05,2.5049771768116354e-05,2.476935317688623e-05,2.4696567988379574e-05,2.5211068534711678e-05,2.5246097340407167e-05,2.5224952717509963e-05,2.4773209051959728e-05,2.474815823560505e-05,2.552626572884851e-05,2.543376059360915e-05,2.5161142903798056e-05,2.502848149080809e-05,2.5282559511345596e-05,2.508168464735192e-05,2.4844628455621336e-05,2.4637680464065054e-05,2.4479160813207386e-05,2.4750321403719237e-05,2.503672914180571e-05,2.4795117447820748e-05,2.431415756104896e-05,2.4178162738429362e-05,2.438272679291325e-05,2.426750821937865e-05,2.475985711002937e-05,2.4783065643487868e-05,2.4143973391529054e-05,2.397333232155077e-05,2.3632780210254408e-05,2.3057985252166863e-05,2.4894372857906533e-05,2.4050663055355536e-05,2.350035483568109e-05,2.321997617420151e-05
67,2.216666471880125e-05,2.2376782164858043e-05,2.2779757412417825e-05,2.2845197673080452e-05,2.2996799887184657e-05,2.254145917763696e-05,2.254568704760129e-05,2.3132750566035652e-05,2.3221414192256204e-05,2.356881143989449e-05,2.381942858359021e-05,2.436526471712839e-05,2.440026237005287e-05,2.438296531277084e-05,2.46158854946526e-05,2.498314716436072e-05,2.517760805610266e-05,2.5269733471964475e-05,2.544745081765495e-05,2.574182906838896e-05,2.571383060976839e-05,2.599376393481543e-05,2.5746107139198786e-05,2.5781829406758042e-05,2.585179977416334e-05,2.5670205900848983e-05,2.579394781288341e-05,2.5724640185281878e-05,2.5847779026918883e-05,2.583045455034408e-05,2.563233814291763e-05,2.537015528379239e-05,2.521113032914553e-05,2.5143550006211412e-05,2.516549334061517e-05,2.5189086238598753e-05,2.5231946783590705e-05,2.492769677437971e-05,2.490717627369458e-05,2.523828484224254e-05,2.5193246882564472e-05,2.5254962500014276e-05,2.489535972990437e-05,2.4821063100830555e-05,2.5696727514733426e-05,2.569008362179267e-05,2.543980102319125e-05,2.5368926971881048e-05,2.556527356934907e-05,2.5291692856699764e-05,2.498355193251245e-05,2.480785061582673e-05,2.4639521245508574e-05,2.5146915428918164e-05,2.5547222160506423e-05,2.518657424542993e-05,2.472303513946022e-05,2.4520491184300016e-05,2.4792293701183178e-05,2.4659659105873597e-05,2.5211698149549317e-05,2.5283428905812052e-05,2.449852256886242e-05,2.4347718952902043e-05,2.416864891800068e-05,2.348569292086269e-05,2.5134676614038096e-05,2.425933942378028e-05,2.3838049815635555e-05,2.3484600354726514e-05
68,2.292743649149609e-05,2.3147877936120315e-05,2.356823228711554e-05,2.363254022437255e-05,2.3845068656397e-05,2.33588594878438e-05,2.337597246461801e-05,2.398856170262483e-05,2.4025242704056337e-05,2.4367628491306086e-05,2.4654997084322417e-05,2.5241033920915675e-05,2.5224447581808904e-05,2.515385323956038e-05,2.546018190330147e-05,2.569623779385265e-05,2.58688634031246e-05,2.5981483856661522e-05,2.6085595585143736e-05,2.6367412393135503e-05,2.625919649429801e-05,2.639206942259421e-05,2.620918977066512e-05,2.619904301084879e-05,2.6129341004282964e-05,2.6066726641974426e-05,2.612161451060947e-05,2.601221027682046e-05,2.6198237701560094e-05,2.6129235263263145e-05,2.608336272715953e-05,2.5730398389183085e-05,2.549508927393352e-05,2.545178030814765e-05,2.5487864845135135e-05,2.5453294088617914e-05,2.5384134259799563e-05,2.511982633120141e-05,2.518000424490663e-05,2.5285321106379692e-05,2.514945048330397e-05,2.5266649773181934e-05,2.498868550155413e-05,2.49271410465248e-05,2.5939698185825103e-05,2.601550264793475e-05,2.579104771139131e-05,2.574701547158731e-05,2.587088593123237e-05,2.551347051347696e-05,2.51687827378112e-05,2.504477951410664e-05,2.488379452309105e-05,2.563153210254425e-05,2.6071366841429583e-05,2.562417642274045e-05,2.518284737985123e-05,2.481722770815904e-05,2.513496303177403e-05,2.5042363051406712e-05,2.560825196879285e-05,2.5723004775360887e-05,2.482347540510564e-05,2.463475273410982e-05,2.467026014266513e-05,2.3981686809351344e-05,2.5326429944090714e-05,2.4467786909197557e-05,2.424405249986143e-05,2.3838849739163495e-05
69,2.3705652917830662e-05,2.3984268918182115e-05,2.435438435304391e-05,2.447508408618352e-05,2.475446026091588e-05,2.426166842147999e-05,2.4293128463745293e-05,2.487823687581819e-05,2.484393830209951e-05,2.5197698233324382e-05,2.545453470582253e-05,2.605890840310475e-05,2.5992804934279503e-05,2.5897255994657065e-05,2.6208041725603228e-05,2.6262743973558574e-05,2.6431065497033105e-05,2.65399198096899e-05,2.653977124162308e-05,2.685556417990089e-05,2.664349015588809e-05,2.672859487399856e-05,2.6578697910084025e-05,2.6494138281081285e-05,2.641118097493767e-05,2.6432912307879565e-05,2.6401308171957815e-05,2.6408019944576964e-05,2.655009714391053e-05,2.643914813723461e-05,2.6540483228377946e-05,2.6092812360857972e-05,2.5847989226946466e-05,2.577761071206039e-05,2.579085136849708e-05,2.567833397577643e-05,2.5548210337351584e-05,2.538288831892576e-05,2.548048432487587e-05,2.5389175683267112e-05,2.519409255996015e-05,2.531608048263623e-05,2.5063317450287242e-05,2.512387926249701e-05,2.6312524293441613e-05,2.6431231575026002e-05,2.6217276421687507e-05,2.617018176495029e-05,2.6223670881486082e-05,2.5771896872452303e-05,2.5425678926656954e-05,2.532921528053637e-05,2.518121014749818e-05,2.611661112519473e-05,2.6528637104932088e-05,2.6043694539340995e-05,2.559249747653211e-05,2.506877005706046e-05,2.5401296088048854e-05,2.535729747397177e-05,2.593452987210629e-05,2.6094317462830358e-05,2.5172549893716088e-05,2.4925483176293053e-05,2.518121545136966e-05,2.456926468930001e-05,2.559348031899705e-05,2.480945012060219e-05,2.481230108593064e-05,2.4343784595296092e-05
70,2.452027791302672e-05,2.489834189768625e-05,2.5175584155509116e-05,2.537657675868829e-05,2.5676968465129973e-05,2.5218826084406556e-05,2.5267104643911385e-05,2.5760327498769166e-05,2.5671185719457745e-05,2.6010812037104354e-05,2.619914044859997e-05,2.6778117382939103e-05,2.6641607182641972e-05,2.6570559232947048e-05,2.678105745551021e-05,2.668523277899881e-05,2.683120462452507e-05,2.6908080486709688e-05,2.684623399556072e-05,2.7182052757973363e-05,2.6907244913847746e-05,2.7064637953904466e-05,2.688633479109264e-05,2.674265838316485e-05,2.6750416811486262e-05,2.6769558478372916e-05,2.671765033465445e-05,2.6869738472735863e-05,2.6903144627614223e-05,2.6763113322365866e-05,2.6928291330409785e-05,2.6461936640135924e-05,2.6269649118241308e-05,2.609724714440073e-05,2.605559554037851e-05,2.586001658255008e-05,2.578442367562425e-05,2.575511682498374e-05,2.580810774456884e-05,2.560358625165024e-05,2.538889988303059e-05,2.5461237573313235e-05,2.5165737961442544e-05,2.543009549086339e-05,2.6788012017051252e-05,2.691007346127448e-05,2.6649387646211444e-05,2.657851113234524e-05,2.6570576242912007e-05,2.6033786480398866e-05,2.5723559602501176e-05,2.5596963653322134e-05,2.546964362347244e-05,2.65251043863654e-05,2.6880039651866284e-05,2.6400769840036897e-05,2.5920765050313525e-05,2.536062550598364e-05,2.5706931441235042e-05,2.5675177271635445e-05,2.6282298896904704e-05,2.648855959989971e-05,2.5648272839518586e-05,2.537553419832007e-05,2.581333186180961e-05,2.529359782629165e-05,2.6054832816343504e-05,2.537746083037944e-05,2.559318417021904e-05,2.5020832433904933e-05
71,2.5394229285077095e-05,2.5872659325477873e-05,2.603946265627142e-05,2.632874360529696e-05,2.656506357837417e-05,2.6168435570519656e-05,2.6226060386065217e-05,2.6581883907521963e-05,2.648906074268506e-05,2.6723497422160094e-05,2.6872999733961725e-05,2.735573550254712e-05,2.713631574159336e-05,2.7109340403702304e-05,2.7168556348828102e-05,2.7019525205651667e-05,2.7088145879320317e-05,2.7144034829449705e-05,2.7078233141839192e-05,2.738388162866036e-05,2.713306144796977e-05,2.73882850416822e-05,2.7161171117692864e-05,2.702249663546921e-05,2.7109991091411787e-05,2.708062083679631e-05,2.7105019491575765e-05,2.7275890794961024e-05,2.7271353966107625e-05,2.7086610752080045e-05,2.7218793694144908e-05,2.6845466560897072e-05,2.6751324347081123e-05,2.643344354087062e-05,2.6346327853837437e-05,2.6056656703568867e-05,2.6173477792059706e-05,2.6249399771547204e-05,2.621201937043805e-05,2.5956643968716033e-05,2.5729474505343584e-05,2.5716055323371697e-05,2.534162361889853e-05,2.577742435868778e-05,2.7238817093302326e-05,2.735003992517102e-05,2.6986307861697366e-05,2.687717080231125e-05,2.681529828287866e-05,2.6254573032288924e-05,2.604206754005964e-05,2.5855604362940453e-05,2.5751262637945457e-05,2.6858841222952248e-05,2.7170516932411385e-05,2.673779153203096e-05,2.627425715199298e-05,2.582800904101617e-05,2.621423577466994e-05,2.6150473822795946e-05,2.678341553991149e-05,2.702144062417078e-05,2.6324690611280915e-05,2.606300056085928e-05,2.6617087633394972e-05,2.616642459196344e-05,2.6766924201870464e-05,2.619044173840542e-05,2.6580725077652395e-05,2.5848374323808106e-05
72,2.6338676746572634e-05,2.685372980625103e-05,2.6912710946119886e-05,2.7267234199578508e-05,2.736792900701929e-05,2.701814513008088e-05,2.705148186818821e-05,2.729552686303761e-05,2.7233778053919783e-05,2.7298965263918544e-05,2.746362132815837e-05,2.778911582047405e-05,2.7512036639968122e-05,2.7473633715854958e-05,2.746015955862981e-05,2.731961791480188e-05,2.728584440202329e-05,2.7362641546052688e-05,2.7277020239027288e-05,2.7546771120573652e-05,2.736766359398629e-05,2.765347161836681e-05,2.742576725072015e-05,2.7364780777418506e-05,2.7424037446867412e-05,2.7418877694950665e-05,2.753395137125176e-05,2.7569083834277912e-05,2.766580117152708e-05,2.741358123385578e-05,2.745712319869244e-05,2.724916640991635e-05,2.727097978260968e-05,2.685441955415565e-05,2.675676763575972e-05,2.636399478401234e-05,2.6746621680805906e-05,2.6827364843520025e-05,2.6729737009385346e-05,2.6406498797869322e-05,2.6120492321431744e-05,2.6014394465134468e-05,2.5590677400901666e-05,2.606974024236532e-05,2.75200941507604e-05,2.763982294618032e-05,2.7194174832671365e-05,2.706318476472229e-05,2.6963621218317858e-05,2.647086434704565e-05,2.64328127468364e-05,2.6213823702359065e-05,2.6123497342589204e-05,2.721046560430288e-05,2.7513477835627453e-05,2.71720000421275e-05,2.682029064473985e-05,2.655641994728511e-05,2.7006850973502014e-05,2.688582356030097e-05,2.75027274977125e-05,2.7741166690331e-05,2.7185778686897214e-05,2.697015877398899e-05,2.7560541951962867e-05,2.7161204995751175e-05,2.7717502457336604e-05,2.7227358972980626e-05,2.77388025382693e-05,2.6811856081230358e-05
73,2.73023354478911e-05,2.775234591378118e-05,2.7730310906634754e-05,2.805967024284145e-05,2.8043454889726265e-05,2.7671234087491588e-05,2.7671138638303718e-05,2.7887641862107277e-05,2.7851861820843458e-05,2.7775705070177363e-05,2.797175339377409e-05,2.8148775837405292e-05,2.7825366902517224e-05,2.7713255884590447e-05,2.775003772127117e-05,2.7603787328978804e-05,2.7509003838194384e-05,2.7621939654722167e-05,2.7448424091310848e-05,2.7725778616473304e-05,2.759808295461979e-05,2.787421565710819e-05,2.7727231814044466e-05,2.776221583370511e-05,2.7699714721742853e-05,2.783539951702141e-05,2.7946511329179823e-05,2.7821770908350292e-05,2.8090576779136683e-05,2.7778942238512952e-05,2.7735237211887927e-05,2.7687293372312396e-05,2.7822036363192516e-05,2.745187459561984e-05,2.7343501588199773e-05,2.6816657520294104e-05,2.741622731763233e-05,2.737646356545683e-05,2.731334626979387e-05,2.685183466027357e-05,2.6455822665630398e-05,2.627290825076558e-05,2.5910555704686332e-05,2.629166184645374e-05,2.7635509611377002e-05,2.7786128100577344e-05,2.738362710475246e-05,2.726005146705588e-05,2.7164675549668115e-05,2.681382751175505e-05,2.6984146879585684e-05,2.678803940047591e-05,2.6695044917204173e-05,2.7699120302624738e-05,2.803028580605285e-05,2.7816651246546693e-05,2.7638014080973968e-05,2.7525993785838362e-05,2.8031928567345533e-05,2.78442230347051e-05,2.8405655477494263e-05,2.8627085081578822e-05,2.8179759328001893e-05,2.807043788474204e-05,2.8599993466835505e-05,2.825609095762988e-05,2.888540103457477e-05,2.846527191284627e-05,2.9030109912642415e-05,2.7943758119909667e-05
74,2.8161451774351866e-05,2.847493564082525e-05,2.840678709540457e-05,2.860196163885719e-05,2.8592778891661793e-05,2.8107453661020537e-05,2.812308812002893e-05,2.8385273681920246e-05,2.836699075489449e-05,2.8226147202457353e-05,2.844252361138511e-05,2.8524788037278088e-05,2.809744902035819e-05,2.792994728281688e-05,2.8030889532244404e-05,2.7869124270256476e-05,2.7767484330454926e-05,2.788258502199173e-05,2.763201179295625e-05,2.7942272968812126e-05,2.782903073757189e-05,2.812270745341779e-05,2.8098005498337328e-05,2.8192004548426398e-05,2.8028803734906453e-05,2.8337378640100525e-05,2.8348595891952546e-05,2.8154821840537764e-05,2.8571657952023804e-05,2.8249324543593602e-05,2.8153457326502937e-05,2.818181150331045e-05,2.8430764630946196e-05,2.8229793299694537e-05,2.8079449345321863e-05,2.733103326973377e-05,2.8019263389883753e-05,2.777501401514981e-05,2.7865412548651184e-05,2.7252425258792826e-05,2.6746093616094407e-05,2.6543285204304306e-05,2.633708003989816e-05,2.65593415855828e-05,2.7759048581180518e-05,2.796131339452298e-05,2.7740147178533174e-05,2.762698770973847e-05,2.7594115069486732e-05,2.7405576084085034e-05,2.7726170811771467e-05,2.7601841686353056e-05,2.7493456826200395e-05,2.8380001758765367e-05,2.878380583963644e-05,2.8691214801484004e-05,2.8680806104655933e-05,2.8653044233483546e-05,2.9166836524623908e-05,2.891456403573373e-05,2.941954256042581e-05,2.965192979926748e-05,2.930792943290976e-05,2.9382424297781592e-05,2.9739635402429607e-05,2.944463461067241e-05,3.0263470044007726e-05,2.9900631444538128e-05,3.0443956791051488e-05,2.93086935792285e-05
75,2.8799695286931555e-05,2.8975871507318677e-05,2.889254452695981e-05,2.8911158505415083e-05,2.9059605273259235e-05,2.8424349611679028e-05,2.8524529701556245e-05,2.885928987966375e-05,2.8834563846662037e-05,2.870125023053756e-05,2.8922170893380846e-05,2.8951560260623516e-05,2.8335813501973598e-05,2.816742617734175e-05,2.822923462260649e-05,2.8139804268781598e-05,2.804772510265756e-05,2.8124741607283545e-05,2.7890003064653886e-05,2.8204217766286353e-05,2.812328226918811e-05,2.8480661803705016e-05,2.8542373742781964e-05,2.8667056506356115e-05,2.850742214664635e-05,2.8914532392772447e-05,2.8841229324357874e-05,2.864889443161872e-05,2.914125837759802e-05,2.8859631622215247e-05,2.872852007147893e-05,2.874400111462541e-05,2.9085284249269234e-05,2.904111095675433e-05,2.8835203048659657e-05,2.781267874809729e-05,2.846900497971083e-05,2.8040311377034612e-05,2.83726248491654e-05,2.7710097336568355e-05,2.7138122719242513e-05,2.7007170633066115e-05,2.694013187008498e-05,2.70408262176424e-05,2.8094804857236603e-05,2.8382211226328692e-05,2.8390789604984693e-05,2.8263919375419843e-05,2.833180631481172e-05,2.825078484008114e-05,2.8600760406032612e-05,2.8566657089263288e-05,2.847790316335965e-05,2.9240244875818354e-05,2.9757142444819927e-05,2.973237959579639e-05,2.9839826737109192e-05,2.9873804042253333e-05,3.034741260406513e-05,3.0047377922741016e-05,3.0526132894927524e-05,3.082506690317703e-05,3.060666013897926e-05,3.092165666679691e-05,3.103766746114417e-05,3.075109966921665e-05,3.185400856694666e-05,3.1550580047388845e-05,3.199685413093146e-05,3.0937106080263306e-05
76,2.9201553392660283e-05,2.929216099742649e-05,2.923887290809124e-05,2.9127933903667518e-05,2.9513505609590552e-05,2.8746483385041388e-05,2.8969880968546827e-05,2.934869525252317e-05,2.928098150232429e-05,2.9212869078082368e-05,2.9394781374190638e-05,2.9401555791202553e-05,2.8597623606300788e-05,2.8420463481185504e-05,2.8350970034092153e-05,2.845696234262948e-05,2.835530848349984e-05,2.8429309963786133e-05,2.8247218849565473e-05,2.8549655876476947e-05,2.8558942450192987e-05,2.9012372409096338e-05,2.908370655846697e-05,2.92700784564737e-05,2.9159202400885284e-05,2.9570654332239897e-05,2.9487991045351928e-05,2.9288759083250346e-05,2.977691448736203e-05,2.953753320945128e-05,2.9353858371822553e-05,2.934161183155619e-05,2.9679928184618688e-05,2.970501374778462e-05,2.9458853763324396e-05,2.827971418328867e-05,2.8858569721539162e-05,2.836150174171283e-05,2.895562823901287e-05,2.837811736912909e-05,2.7791916786856787e-05,2.7804881026447327e-05,2.7792325491478362e-05,2.7811797009184882e-05,2.8750245782388268e-05,2.9155721453562762e-05,2.9335056134175426e-05,2.916815646935056e-05,2.9315233911590956e-05,2.9262931088821724e-05,2.9537635477305206e-05,2.9584697181202777e-05,2.9617069100492822e-05,3.026325246211978e-05,3.0909054476489534e-05,3.0896966761173527e-05,3.1056617719339976e-05,3.1187765768580604e-05,3.161937631061769e-05,3.130084204177741e-05,3.1797682677928274e-05,3.219677326739322e-05,3.2117407130348434e-05,3.266777208222181e-05,3.2558681735623244e-05,3.22269720701893e-05,3.363007884722043e-05,3.3394650210005337e-05,3.366990893480594e-05,3.276538211708221e-05
77,2.9473402115098432e-05,2.9539792758149517e-05,2.9568075570454248e-05,2.939927742757959e-05,2.9983184378914508e-05,2.9116765528027288e-05,2.9461927839616137e-05,2.979827270636836e-05,2.9733519997620905e-05,2.9757676092620348e-05,2.985672474618708e-05,2.985707592144394e-05,2.895150516486729e-05,2.8691116484895812e-05,2.8525570678660387e-05,2.884391844520681e-05,2.8745959195723913e-05,2.891165250741789e-05,2.8710430153015253e-05,2.907230723019664e-05,2.919238840946125e-05,2.972714790604497e-05,2.9756911055373884e-05,3.003929554968403e-05,2.992451337188371e-05,3.0291408723385468e-05,3.0207056672262658e-05,2.9960941815788506e-05,3.0388258393893987e-05,3.012744750261397e-05,2.9912272353033227e-05,2.9923556649719152e-05,3.015270034374488e-05,3.0192998369186345e-05,2.994577381427396e-05,2.8853304619507756e-05,2.93899717749961e-05,2.896230823212499e-05,2.9759474751543878e-05,2.9329625601280943e-05,2.874363138586917e-05,2.892200684954216e-05,2.8912961057957568e-05,2.8825357156373784e-05,2.970512397949649e-05,3.0236522639450896e-05,3.047587368225411e-05,3.0274847637532008e-05,3.043483479747528e-05,3.038311176689459e-05,3.055920007650533e-05,3.066579141200485e-05,3.091572202033364e-05,3.146419624257141e-05,3.222110117257287e-05,3.221773257718848e-05,3.2384194746372464e-05,3.266208816055873e-05,3.308849536079644e-05,3.2778476484193075e-05,3.332830819407904e-05,3.380480660911159e-05,3.385705634770673e-05,3.454256103589287e-05,3.43036447265366e-05,3.3889527360811324e-05,3.550775968118801e-05,3.5346295852382784e-05,3.539958265794206e-05,3.467666063921212e-05
78,2.973143137173233e-05,2.9799828922686273e-05,2.9972462598675312e-05,2.9774842930017046e-05,3.043604103327374e-05,2.951511256646607e-05,2.9954756907193682e-05,3.0170472967245227e-05,3.0257677827009065e-05,3.0324585079576177e-05,3.036590437616643e-05,3.034046686153797e-05,2.942861336099139e-05,2.9033103068181842e-05,2.8895669576814062e-05,2.9321927686156734e-05,2.933344911764262e-05,2.961266009808519e-05,2.932706170860703e-05,2.9814921324886347e-05,2.999200553921704e-05,3.0529028988867356e-05,3.052755065092929e-05,3.0840270970109885e-05,3.070013099947982e-05,3.0979342765086384e-05,3.084158048365744e-05,3.054323978563454e-05,3.0921815120050956e-05,3.0556803829466467e-05,3.042107956344842e-05,3.050284818187287e-05,3.061484120856711e-05,3.0677828821841445e-05,3.047071919309189e-05,2.9661997642369757e-05,3.0217999679790197e-05,2.9949143095797223e-05,3.083353381909433e-05,3.050209079103905e-05,2.99113695100656e-05,3.0221321514840448e-05,3.0247638695400154e-05,3.0012066052245972e-05,3.089644203796474e-05,3.1517534998572194e-05,3.1740174732686766e-05,3.155288632258135e-05,3.167617292070798e-05,3.1660336846133504e-05,3.178578133026864e-05,3.192151523931305e-05,3.239076009917092e-05,3.289728048060627e-05,3.3716309764967786e-05,3.377402204356802e-05,3.393761800826832e-05,3.436134544731044e-05,3.4794187862394456e-05,3.449290612664666e-05,3.5118910054639914e-05,3.561007496205188e-05,3.578628657757514e-05,3.643452711723736e-05,3.620241892253471e-05,3.5705112800141885e-05,3.740710334253153e-05,3.732334673140708e-05,3.717628693165608e-05,3.660902481774867e-05
