pixel,1134A,1139A,1144A,1149A,1154A,1159A,1164A,1169A,1174A,1179A,1184A,1189A,1194A,1199A,1204A,1209A,1214A,1219A,1224A,1229A,1234A,1239A,1244A,1249A,1254A,1259A,1264A,1269A,1274A,1295A,1300A,1305A,1310A,1315A,1320A,1325A,1330A,1335A,1340A,1345A,1350A,1355A,1360A,1365A,1370A,1375A,1380A,1385A,1390A,1395A,1400A,1405A,1410A,1415A,1420A,1425A,1430A
45,9.569347139995077e-06,9.679507532735374e-06,9.969394685470083e-06,1.006667517126137e-05,1.0156845820246471e-05,1.042971163535274e-05,1.0499121719130257e-05,1.0521979335950044e-05,1.0723186953438904e-05,1.0861853241650556e-05,1.0756070225588216e-05,1.0882546453891033e-05,1.0884283413247848e-05,1.0671662908389284e-05,1.0727648436206936e-05,1.1051323328821609e-05,1.1061346423460337e-05,1.120516993174319e-05,1.136992206310383e-05,1.1264421759088345e-05,1.1281665592317094e-05,1.1178573389073472e-05,1.1166929826504429e-05,1.1155720693933604e-05,1.1232721252792916e-05,1.0998027049792882e-05,1.0839080642320267e-05,1.0625909636154284e-05,1.0507008038174296e-05,1.0788016622215076e-05,1.0716533181730682e-05,1.070224528895406e-05,1.0877086749137514e-05,1.0911390031957468e-05,1.1319461908029747e-05,1.1569860205460284e-05,1.1485310296576766e-05,1.1576038986918205e-05,1.1789337637745247e-05,1.212221619382812e-05,1.2518867398130404e-05,1.2273019129390156e-05,1.2446576544756067e-05,1.2527489037619576e-05,1.279343280995428e-05,1.3051551415832124e-05,1.299056496471749e-05,1.3026219057375728e-05,1.3299052618362805e-05,1.3618859915930611e-05,1.3696557718853121e-05,1.3633364971592202e-05,1.3701208840730921e-05,1.3953091861519732e-05,1.4336652945839234e-05,1.417359594572885e-05,1.4237021023725095e-05
46,9.972202797288001e-06,1.0093322118502627e-05,1.0394913966112266e-05,1.0491777281299856e-05,1.0620496420439886e-05,1.086446838829028e-05,1.0933225314797432e-05,1.0885510935672098e-05,1.0984808215821292e-05,1.1106958968603599e-05,1.0986727155060264e-05,1.1087874123643463e-05,1.1166489812013646e-05,1.0868305076998897e-05,1.0886213114592656e-05,1.1157095292924749e-05,1.1141474690690027e-05,1.1241814435175972e-05,1.1347779325780106e-05,1.1328092030273826e-05,1.1290591987250834e-05,1.127765698824232e-05,1.125164831170397e-05,1.1283155784402189e-05,1.1239323069968608e-05,1.1081385487425968e-05,1.0890688401332828e-05,1.0811122451607e-05,1.0721384272262967e-05,1.0998207822846093e-05,1.0909164015677117e-05,1.091897311798714e-05,1.1137855245545796e-05,1.1239843935683693e-05,1.165504427809524e-05,1.1884798853979207e-05,1.1788405721960985e-05,1.1956677011117032e-05,1.2179050018662573e-05,1.2549682523128294e-05,1.296958857954536e-05,1.2756055142260742e-05,1.3041035392397259e-05,1.3012336728399753e-05,1.3260025155006786e-05,1.3582004091085565e-05,1.3530690586603982e-05,1.3580830880948064e-05,1.386547186880628e-05,1.4160690485510806e-05,1.4262824231100025e-05,1.4121760231173941e-05,1.4166065488631893e-05,1.4407362371045417e-05,1.4691119999132354e-05,1.4445474032825532e-05,1.4505264957728698e-05
47,1.0397260457390233e-05,1.0527556497298983e-05,1.07985959602046e-05,1.0902661742177792e-05,1.1047946346926154e-05,1.127240707507606e-05,1.1322940305250383e-05,1.1210721179668827e-05,1.120060178489538e-05,1.1299190723673386e-05,1.1189111683100858e-05,1.126603039501572e-05,1.1408219852817842e-05,1.1062582326175207e-05,1.103867316975788e-05,1.1248492738683188e-05,1.1201782073003977e-05,1.1251937343714318e-05,1.1305554947311274e-05,1.1353198609504952e-05,1.1265645440786338e-05,1.1340981955245594e-05,1.1308644022449843e-05,1.13869112087547e-05,1.1250266128494715e-05,1.118804723928142e-05,1.0951034286574467e-05,1.1052019118778496e-05,1.0991011835578745e-05,1.1288969211273614e-05,1.1200695903722867e-05,1.125109780718766e-05,1.1478225086646813e-05,1.1657190512329601e-05,1.2064894824239247e-05,1.2218538552487219e-05,1.2173576403590629e-05,1.237497799804785e-05,1.2601986057212026e-05,1.2991754014095413e-05,1.3404990118633509e-05,1.32174042212325e-05,1.3638353465087215e-05,1.3508561244761976e-05,1.3732819288692204e-05,1.4101877742237133e-05,1.4078546946656827e-05,1.4139340233058118e-05,1.4404810816134134e-05,1.4651317249074664e-05,1.4781329619255133e-05,1.4558061272442066e-05,1.4567613808372823e-05,1.4799504149574094e-05,1.4934306798096088e-05,1.4665394667851291e-05,1.4726088390728467e-05
48,1.081992264055763e-05,1.0957555007629497e-05,1.1175062903651753e-05,1.1284359971302687e-05,1.1410833599437034e-05,1.1634736045584602e-05,1.1645581776571194e-05,1.1493194641599193e-05,1.1374395029676379e-05,1.1451810138765015e-05,1.1360771523528395e-05,1.141993466873608e-05,1.1609125570880164e-05,1.1263370547878626e-05,1.1177423103935918e-05,1.1333062868668502e-05,1.1252773381823577e-05,1.1239948963615147e-05,1.1264898044059206e-05,1.1346801556484724e-05,1.1238012110255988e-05,1.1407827338396327e-05,1.13717503223819e-05,1.150082165839153e-05,1.1298886463453945e-05,1.1338979693636968e-05,1.1052814476554084e-05,1.1359175012496685e-05,1.1328779777746174e-05,1.167029577419383e-05,1.1583361157600385e-05,1.168928957263508e-05,1.1900650349256335e-05,1.214076326368857e-05,1.2540430125895642e-05,1.2565078470609814e-05,1.2612907124450556e-05,1.28244662745295e-05,1.3051212904567607e-05,1.3448209435041625e-05,1.3823665908442298e-05,1.3669493078019196e-05,1.4227399026459274e-05,1.3989690181896234e-05,1.4209453979705307e-05,1.4592909850985845e-05,1.4592513103626595e-05,1.4666255379580432e-05,1.4863230181847e-05,1.5073747125027224e-05,1.5219926141896405e-05,1.4915235940094131e-05,1.4906288308938846e-05,1.5100410451278147e-05,1.5087349896517386e-05,1.4838090406245008e-05,1.4904343638682642e-05
49,1.1227443843010226e-05,1.1363631996533153e-05,1.1518658382696945e-05,1.161487189205378e-05,1.1687696718897487e-05,1.1930038367304624e-05,1.189459910607018e-05,1.1732981202036098e-05,1.1517108395542772e-05,1.1577533021313125e-05,1.1502094519226296e-05,1.155380297121821e-05,1.1776044227245652e-05,1.1470927154224768e-05,1.1293421221285001e-05,1.1412444593200696e-05,1.1305021029996247e-05,1.1228162345653436e-05,1.1244114670526314e-05,1.133376511002486e-05,1.1248885979693696e-05,1.151080690656247e-05,1.1478139703275482e-05,1.165640072516191e-05,1.1396867358505118e-05,1.1542741332704324e-05,1.1249073841414315e-05,1.1744833263881419e-05,1.174400456201761e-05,1.2124447947075128e-05,1.2032460963357006e-05,1.2197371060200653e-05,1.2398752203127502e-05,1.2672295576323989e-05,1.306100092179851e-05,1.29359048671182e-05,1.3083740087538367e-05,1.330698999302411e-05,1.3525105067507895e-05,1.391964488893324e-05,1.4223233644152707e-05,1.4120778537714948e-05,1.4784383638705042e-05,1.4426819550883475e-05,1.4667169574945713e-05,1.5029257562372629e-05,1.5016954375917213e-05,1.512071276931423e-05,1.5218192865995908e-05,1.5412366565213985e-05,1.5562389922895944e-05,1.517911660191038e-05,1.520949588342289e-05,1.530844997731055e-05,1.5209718705365937e-05,1.497472376394552e-05,1.5046407592748017e-05
50,1.1608258483198026e-05,1.1721816502181881e-05,1.1804934438963294e-05,1.1871281634600605e-05,1.1880342370527075e-05,1.2147753066694392e-05,1.2077920267214522e-05,1.1922843092888235e-05,1.1639071360601325e-05,1.1685789468962286e-05,1.1630628851950932e-05,1.1673785408282805e-05,1.1918826340442834e-05,1.1672860121394604e-05,1.1385109098399362e-05,1.149094657112596e-05,1.1368854485285775e-05,1.1249884684263998e-05,1.1266644606393242e-05,1.13552702726174e-05,1.1329977601277505e-05,1.1658293715449305e-05,1.1637741500609673e-05,1.1864420465510925e-05,1.1555212963453325e-05,1.1812240768418013e-05,1.1581977575774636e-05,1.2208246030510195e-05,1.2233841024442896e-05,1.2613784984158825e-05,1.2526668561547842e-05,1.2736892631543911e-05,1.295762721148696e-05,1.3247804669376672e-05,1.3608964737799222e-05,1.3345786518798219e-05,1.35825497355387e-05,1.3823871097819082e-05,1.4014953603798304e-05,1.4397883710967487e-05,1.4589016591883954e-05,1.4563911969128196e-05,1.5275725036683457e-05,1.4804829098474374e-05,1.5074961193710247e-05,1.5384644072256297e-05,1.5320653155456047e-05,1.547215212131679e-05,1.5490469644183883e-05,1.5667929710233422e-05,1.579965573561421e-05,1.537572896328355e-05,1.549938370448877e-05,1.5469373821453065e-05,1.533642712451422e-05,1.5096640925279596e-05,1.5149079328255453e-05
51,1.1938528088970814e-05,1.2008605407237855e-05,1.2017032149416367e-05,1.20465890455457e-05,1.2005536047155633e-05,1.2283803364105126e-05,1.2206287910773054e-05,1.2052155255341968e-05,1.1747567885060607e-05,1.1785255448063032e-05,1.1763783949812575e-05,1.1783211662771088e-05,1.2043120512864309e-05,1.1850657043621733e-05,1.1471834414444575e-05,1.1583903595077992e-05,1.1459577330613439e-05,1.133018294639126e-05,1.1354080575160554e-05,1.1453326826927813e-05,1.14896095363991e-05,1.1849911423777305e-05,1.1853124602943945e-05,1.2125579692783349e-05,1.1799205438327625e-05,1.2161315519150775e-05,1.2041038035798981e-05,1.2722394915469747e-05,1.2780926709420095e-05,1.3113545387929835e-05,1.3061635284642713e-05,1.3296926996497626e-05,1.3566940616306454e-05,1.3864329134705926e-05,1.417219575117655e-05,1.3794293556620871e-05,1.4101804249218664e-05,1.4365390132437656e-05,1.4501632201862149e-05,1.4853063790904116e-05,1.4899487621869375e-05,1.4973440582560171e-05,1.5680324926409853e-05,1.5120410275400351e-05,1.5406015121279667e-05,1.5649031083226964e-05,1.5502923321490782e-05,1.5729577738755102e-05,1.5698251928932195e-05,1.586332140282772e-05,1.5924062650228493e-05,1.553545808769588e-05,1.5762670343111368e-05,1.5635927668765605e-05,1.5452249871109074e-05,1.5214257387140618e-05,1.522424260467906e-05
52,1.2206019625895093e-05,1.2213980364715974e-05,1.2162057792664736e-05,1.2152756350608534e-05,1.2079629322724745e-05,1.2348693241154041e-05,1.2290851876375396e-05,1.2123528844106594e-05,1.184004405844316e-05,1.187235690058759e-05,1.1894496774428065e-05,1.1882243090891686e-05,1.2150347726017895e-05,1.2004951461373244e-05,1.1592723306403313e-05,1.1716653039275094e-05,1.1599589619290775e-05,1.1484947701361432e-05,1.151716498681656e-05,1.1649530624978842e-05,1.1727112665808013e-05,1.2101661520328455e-05,1.2141023375101428e-05,1.2443049092649409e-05,1.2145408315392316e-05,1.2581613905804542e-05,1.2572098675019545e-05,1.3253532989565125e-05,1.3356955981650396e-05,1.362778852359116e-05,1.3649757351297924e-05,1.389415961630456e-05,1.4218571179687049e-05,1.4496069774263156e-05,1.4726585116282932e-05,1.4260762824808304e-05,1.4626642989921908e-05,1.4901473275552222e-05,1.4962681856510873e-05,1.5253466292953256e-05,1.513363708213956e-05,1.5320250255237556e-05,1.598393102710678e-05,1.5385438298194643e-05,1.5650233798789354e-05,1.582921452302667e-05,1.5597650638092106e-05,1.5933064649195748e-05,1.5843138719455794e-05,1.6006132110450538e-05,1.5955793777125006e-05,1.5658237267365753e-05,1.5976973547363633e-05,1.5819324481534468e-05,1.553536695301772e-05,1.5334048148403365e-05,1.532602540119165e-05
53,1.2417831039297673e-05,1.2343865441912387e-05,1.2262186326645794e-05,1.222065331112659e-05,1.2117119744558791e-05,1.236602467421282e-05,1.2341077216060612e-05,1.2149586352407041e-05,1.1911038668630174e-05,1.1943901773441385e-05,1.2010183156971284e-05,1.1983381615284297e-05,1.2251462733533088e-05,1.2169210410477758e-05,1.1778977319903454e-05,1.1916581544274534e-05,1.1815231221342704e-05,1.1726690829390505e-05,1.1771915963507175e-05,1.194542220916957e-05,1.2044725533232699e-05,1.2440308404799436e-05,1.2511269150078489e-05,1.2816175313952533e-05,1.258978658936453e-05,1.3051435189234109e-05,1.3123124894546727e-05,1.37784499834083e-05,1.3928118967418893e-05,1.4172672582059265e-05,1.4300451481703293e-05,1.4526453210389927e-05,1.4884975914822028e-05,1.509281994957962e-05,1.5237565047820824e-05,1.4713131457126917e-05,1.513797494573931e-05,1.5395402090516164e-05,1.537610725370482e-05,1.5596296983465487e-05,1.5290920599360918e-05,1.5584287729627188e-05,1.6186876494193106e-05,1.5614448231809643e-05,1.582694900619953e-05,1.5936020791774624e-05,1.5665087054925385e-05,1.6102362043904113e-05,1.5934497657679518e-05,1.6092325493213794e-05,1.5941491437363723e-05,1.573760513757809e-05,1.6144802022012476e-05,1.6004732422482826e-05,1.5608239974820902e-05,1.5491654928003853e-05,1.552087150725866e-05
54,1.2589563261509665e-05,1.2430506651333175e-05,1.2345221257498932e-05,1.2278224135452651e-05,1.2124169971239275e-05,1.2345538745712544e-05,1.236552364363688e-05,1.2147875689752533e-05,1.1974921401615355e-05,1.203058991640904e-05,1.2128320389061647e-05,1.2122661356198364e-05,1.237235194186444e-05,1.2382747207486481e-05,1.2036722992204414e-05,1.2208139466841612e-05,1.2128109215161225e-05,1.2070154316181833e-05,1.2148084943705705e-05,1.233521003697874e-05,1.244522367970369e-05,1.2871543392886236e-05,1.2951398362867716e-05,1.3233283203759496e-05,1.3116897422228948e-05,1.3555441391675744e-05,1.3668520487485733e-05,1.4291575383083981e-05,1.4471201600717312e-05,1.474017739404429e-05,1.4986541462578006e-05,1.515275261617085e-05,1.5516315528261933e-05,1.5610225474774937e-05,1.5675535115098027e-05,1.5124137668935775e-05,1.561564093807532e-05,1.58200992395861e-05,1.5736758241503547e-05,1.5895563097528698e-05,1.5404730430478018e-05,1.5761435370687866e-05,1.631410435442949e-05,1.5811740367188697e-05,1.5955810220093042e-05,1.59881297682731e-05,1.5744276691557833e-05,1.6234449500595146e-05,1.5993107424577305e-05,1.613630362555419e-05,1.5928784083263998e-05,1.5809660732510233e-05,1.6295571281055087e-05,1.6198084473790803e-05,1.5738875478808146e-05,1.5745142066760407e-05,1.5840911574899726e-05
55,1.2739052321920406e-05,1.250955456917065e-05,1.2426205855956644e-05,1.2323257892392453e-05,1.2106478163274374e-05,1.22957707717761e-05,1.2385354962855652e-05,1.2151100372709696e-05,1.2070107257608756e-05,1.219117918657802e-05,1.2291794638304202e-05,1.233454685668118e-05,1.2546761366028806e-05,1.2659009438388265e-05,1.2366365698809571e-05,1.2610218850476818e-05,1.2543199509778032e-05,1.2522902386038165e-05,1.2659455059692245e-05,1.2810500622020446e-05,1.2934115897160335e-05,1.3369022598209015e-05,1.3437907444531445e-05,1.3685326251670824e-05,1.3700575170674856e-05,1.4089232541324296e-05,1.4217042075598429e-05,1.4808824414663458e-05,1.4984907513373754e-05,1.5293107560546232e-05,1.563654881985504e-05,1.5731374987345146e-05,1.6067901879385196e-05,1.6026441496859513e-05,1.6032850212414552e-05,1.5488199543116935e-05,1.605150150853095e-05,1.6169887001050765e-05,1.605023893823798e-05,1.6167978668026064e-05,1.551622099557363e-05,1.587767229974193e-05,1.6379485507331306e-05,1.5984308987073017e-05,1.6034843495403796e-05,1.6017139273982645e-05,1.5836922437962618e-05,1.6341153520935468e-05,1.604972219652401e-05,1.6179417450267058e-05,1.5967821561565667e-05,1.5950756796633965e-05,1.6479688348430663e-05,1.643933063333579e-05,1.5995684999031346e-05,1.6129230828446978e-05,1.6276882755428422e-05
56,1.2869455802502455e-05,1.258517060139499e-05,1.2503767781349996e-05,1.2351461628300231e-05,1.209838681563054e-05,1.2259686763507303e-05,1.2433446052949643e-05,1.2209489312913648e-05,1.2231806141240227e-05,1.2450832202651725e-05,1.2535901614710954e-05,1.2628426576509898e-05,1.2799904745282347e-05,1.2992416096856559e-05,1.2775850200290965e-05,1.3113644685341513e-05,1.3041147500268844e-05,1.3070608448473344e-05,1.327900371182765e-05,1.3355487985090645e-05,1.350758586909306e-05,1.3899177388988308e-05,1.3949817572219482e-05,1.4177374223165204e-05,1.4319227428363974e-05,1.4658788955434738e-05,1.4800363403160209e-05,1.5345606849823596e-05,1.547198415408984e-05,1.5800094249733192e-05,1.617938738162408e-05,1.6234420771820497e-05,1.651998654757417e-05,1.6347186373367126e-05,1.6327278146971047e-05,1.582782981048249e-05,1.643791800481675e-05,1.6469004840944273e-05,1.63162514951498e-05,1.641924225999797e-05,1.564342408904033e-05,1.5987357080208705e-05,1.639598754996218e-05,1.6148191340977e-05,1.6088175943870725e-05,1.606402514947294e-05,1.5957500397523832e-05,1.6455886067109842e-05,1.615501973278678e-05,1.6289650572622012e-05,1.6110966338547918e-05,1.6217613933858186e-05,1.675419424550203e-05,1.677863190479248e-05,1.6404169883601514e-05,1.6616582184386588e-05,1.6783704402774542e-05
57,1.2969901176065895e-05,1.2647412811909855e-05,1.2576372227981364e-05,1.2393905669431972e-05,1.215041916368422e-05,1.2306794088218857e-05,1.253978971393766e-05,1.2363178828001186e-05,1.2476802177433146e-05,1.2784725583927105e-05,1.287421719796321e-05,1.3000252421517302e-05,1.313944231350746e-05,1.3375525013138465e-05,1.3258332854169106e-05,1.3676025212813487e-05,1.3595298052754069e-05,1.367637132757043e-05,1.3953288431781067e-05,1.3945764410591111e-05,1.4140655014278741e-05,1.4447709275487287e-05,1.4480518266343936e-05,1.4717307384253406e-05,1.4967336168283578e-05,1.5267376993115885e-05,1.5425830251591336e-05,1.5881218969152136e-05,1.592258293222858e-05,1.6247535926770534e-05,1.6590807978206634e-05,1.664884806623446e-05,1.6875622518534832e-05,1.6599795014173212e-05,1.6577256983239038e-05,1.616929519641618e-05,1.6761508060417793e-05,1.673540065262381e-05,1.6541944170520945e-05,1.6628888435696787e-05,1.5793707821577767e-05,1.613859962342427e-05,1.641799237501167e-05,1.6332714978956657e-05,1.6192800592132458e-05,1.6181754577199474e-05,1.6161175003941135e-05,1.662794974623652e-05,1.6356904963773166e-05,1.653392516110448e-05,1.6389381905135447e-05,1.661309555490737e-05,1.7133666136178048e-05,1.7220146067954435e-05,1.6923013319304868e-05,1.7136456201810517e-05,1.7301265663354514e-05
58,1.3042783071891252e-05,1.2708269011094556e-05,1.2661211165743699e-05,1.2506056944065433e-05,1.2296079116195953e-05,1.2481099538595565e-05,1.2729702910985725e-05,1.2627107235980125e-05,1.2815910153969725e-05,1.3176273647290673e-05,1.330226978921087e-05,1.3447214090592073e-05,1.3561987271153986e-05,1.380562893268313e-05,1.378908366939857e-05,1.425667268797958e-05,1.4189456394156287e-05,1.4306266510521268e-05,1.4640774195249967e-05,1.456934697460184e-05,1.4809749022161703e-05,1.5020799675797504e-05,1.5032321121739862e-05,1.5295884531952988e-05,1.5630836218395416e-05,1.5883868763148755e-05,1.605251377630897e-05,1.6371277863399427e-05,1.6321315370143268e-05,1.663622083550821e-05,1.6900738431239e-05,1.698097480581647e-05,1.7154731087955764e-05,1.6800118936814213e-05,1.6786525316186897e-05,1.6506461434658953e-05,1.7023127866209533e-05,1.6961569050767667e-05,1.6743061314764435e-05,1.6791326585092475e-05,1.599486547775095e-05,1.6368180704705475e-05,1.6520839021262993e-05,1.6588214302474635e-05,1.643024080253073e-05,1.6436831058461096e-05,1.6500544796652992e-05,1.6910211440783704e-05,1.6673347199356906e-05,1.693329110392578e-05,1.6788333284043585e-05,1.7093453062078892e-05,1.7570841762023386e-05,1.7709207908088487e-05,1.746490308063176e-05,1.7632261255390565e-05,1.7794862498148442e-05
59,1.3123946265173982e-05,1.2819485190079386e-05,1.2804462348743892e-05,1.272844544320535e-05,1.2551678473609672e-05,1.2780145698039653e-05,1.3022448899587614e-05,1.3001394964739853e-05,1.3253368299262497e-05,1.3640952899807146e-05,1.3802847466918286e-05,1.396406555525321e-05,1.4065455690316409e-05,1.4282733966196427e-05,1.4346602470071066e-05,1.4846098878664184e-05,1.4815849955211044e-05,1.4957770189447595e-05,1.5341158665230803e-05,1.5238892959434167e-05,1.5507194960039722e-05,1.5624644054684755e-05,1.5594257049629378e-05,1.5877851750239045e-05,1.626654245379954e-05,1.6450335163096e-05,1.6616399617214345e-05,1.67892846073489e-05,1.6659797021263296e-05,1.6976242109994747e-05,1.7163525258214183e-05,1.7241434812634662e-05,1.736591796789787e-05,1.6951123361033978e-05,1.6958586449853837e-05,1.68225233663057e-05,1.723613149853278e-05,1.7166484877369143e-05,1.694797630579409e-05,1.6964194883835434e-05,1.6301414335714974e-05,1.6714909803100082e-05,1.676595892013172e-05,1.6961504201101286e-05,1.683328166456048e-05,1.6884820180533068e-05,1.698487112045572e-05,1.7308232410391063e-05,1.7086885785620056e-05,1.743494583910473e-05,1.725292085420258e-05,1.7594255553058537e-05,1.801018341647374e-05,1.8188543968182733e-05,1.797318144733732e-05,1.8099873545481407e-05,1.8285797928257127e-05
60,1.3273037548587081e-05,1.3035919464719585e-05,1.3054679044606905e-05,1.3066488664562885e-05,1.2919078942997273e-05,1.318444813742403e-05,1.3416750178380646e-05,1.3478865725096374e-05,1.3780041729743826e-05,1.41883675450522e-05,1.4353474991272949e-05,1.452744441164386e-05,1.4639772361574454e-05,1.48081700004918e-05,1.492674742818332e-05,1.5462310019006366e-05,1.546906082670783e-05,1.564396634370956e-05,1.6069622085101498e-05,1.5952101645325345e-05,1.6217238635604086e-05,1.6245445114675886e-05,1.6143521725448638e-05,1.641769562725692e-05,1.68199302213329e-05,1.6929761915366807e-05,1.7065913350371798e-05,1.7135103496177253e-05,1.6943948585280932e-05,1.7268329795275722e-05,1.740079440804448e-05,1.7449629277120055e-05,1.7510591062088162e-05,1.7074916083316002e-05,1.7116125321208936e-05,1.7136698906613732e-05,1.7443632923659835e-05,1.741862052361108e-05,1.7215449150572096e-05,1.723679472926949e-05,1.6769593915670318e-05,1.7192898647140938e-05,1.7191156000916495e-05,1.7457275828933772e-05,1.7368987891726922e-05,1.7510960265731697e-05,1.756827880550726e-05,1.7760639904941243e-05,1.7555464509146175e-05,1.7949786767583114e-05,1.7728038647309728e-05,1.8075089624314835e-05,1.844376793026819e-05,1.863970758015236e-05,1.8470437700529688e-05,1.859786860232111e-05,1.883968179266949e-05
61,1.352455855082846e-05,1.3367485149205961e-05,1.3425878653514307e-05,1.3499874014585008e-05,1.338767603166635e-05,1.3681091961709865e-05,1.3908069246643402e-05,1.4051338102421738e-05,1.4385715839675046e-05,1.4797839054853604e-05,1.4930400228019486e-05,1.5105447649284323e-05,1.5259340089912287e-05,1.5391422517483324e-05,1.5540255780175052e-05,1.6125498294273745e-05,1.614281148399246e-05,1.634100723157584e-05,1.6801761172685958e-05,1.6659635809278346e-05,1.6897115817491622e-05,1.6849471120591074e-05,1.666343422170568e-05,1.6887655751983404e-05,1.7261407231764897e-05,1.732692249872432e-05,1.738140534830674e-05,1.7417489998890397e-05,1.719622859586084e-05,1.7505478579519824e-05,1.7602938406460057e-05,1.7641423397594033e-05,1.7633359016266008e-05,1.7222238593673182e-05,1.7324585582265243e-05,1.751050750551564e-05,1.7734135638635933e-05,1.779352508151056e-05,1.7614082184717952e-05,1.767168046866118e-05,1.7423348201735853e-05,1.777042147816172e-05,1.7779584102489395e-05,1.8019830809901413e-05,1.7953559826351745e-05,1.821758092004416e-05,1.8163100197645166e-05,1.8201022116191214e-05,1.804618360973876e-05,1.8446527594267193e-05,1.8196413755036678e-05,1.8558325704699303e-05,1.8915570902779428e-05,1.9100039249456905e-05,1.9018258569218747e-05,1.9213347051315648e-05,1.9528183267995662e-05
62,1.3868542422427075e-05,1.3798605201080245e-05,1.3900054112327624e-05,1.401183480698425e-05,1.3960734771089294e-05,1.4272400784068539e-05,1.4513428007360175e-05,1.471174513738532e-05,1.5060960839387229e-05,1.5447598247427562e-05,1.5514274700718272e-05,1.5693465175090793e-05,1.590125155490821e-05,1.6042490706677362e-05,1.6192105537628895e-05,1.6817038915424548e-05,1.6816573189513776e-05,1.6990006219928067e-05,1.746737136412936e-05,1.729599810979887e-05,1.7498086132310632e-05,1.7392802237877334e-05,1.7144585400954495e-05,1.7301181147258214e-05,1.7605215789443604e-05,1.765983822263797e-05,1.7585224016994372e-05,1.7644301759727448e-05,1.7436289413232885e-05,1.7698073860505852e-05,1.7793333970269416e-05,1.7862335588592613e-05,1.782479772607292e-05,1.746903515701606e-05,1.7677692314399372e-05,1.80101708840799e-05,1.8184044932292225e-05,1.8329306279783447e-05,1.8175541284821908e-05,1.8276331206088095e-05,1.8216132219188726e-05,1.8380555154035095e-05,1.844722188695358e-05,1.8569648849939484e-05,1.8520783286252122e-05,1.890312022389156e-05,1.8707007165896344e-05,1.8623899760195533e-05,1.8564962786547807e-05,1.897756643881517e-05,1.8696746292452974e-05,1.911324269647272e-05,1.9470271903882654e-05,1.9656832778633348e-05,1.967057383024628e-05,1.9992971424886482e-05,2.0361895382104364e-05
63,1.4289604693030496e-05,1.4323061235883773e-05,1.4453172524334964e-05,1.4605523677133692e-05,1.4653146577705325e-05,1.4961046841098413e-05,1.5237794115302636e-05,1.5443479309605807e-05,1.5784020729736754e-05,1.6136440965388952e-05,1.6103155410616245e-05,1.631592246058773e-05,1.6556480188590715e-05,1.6731928360237076e-05,1.6859754798037646e-05,1.7477708320061064e-05,1.7446276940282432e-05,1.7548472677112988e-05,1.800890088110568e-05,1.782175571093525e-05,1.7992086692275744e-05,1.7848620052212085e-05,1.7574183468064446e-05,1.7702627833995436e-05,1.789907072250874e-05,1.7941553833106014e-05,1.772693306679801e-05,1.7835530776346406e-05,1.7667513330493295e-05,1.7903133290987593e-05,1.804861866112528e-05,1.8168649847903014e-05,1.8168245930194767e-05,1.78856460660528e-05,1.8228708766311293e-05,1.86471609875732e-05,1.879775983248952e-05,1.8988134637153302e-05,1.884862879408322e-05,1.898914619931192e-05,1.9038857127685847e-05,1.8957986178035103e-05,1.911166836255744e-05,1.9079049456978075e-05,1.908726039322304e-05,1.953109029175334e-05,1.923019856589368e-05,1.9098710924348317e-05,1.916881141850596e-05,1.9614385268305704e-05,1.930120596250744e-05,1.9791355774130843e-05,2.012039253283365e-05,2.0363588705931055e-05,2.0434648449818667e-05,2.088308560001408e-05,2.1254843305260963e-05
64,1.4797157579668009e-05,1.493723499232468e-05,1.507320138473704e-05,1.5281618897647925e-05,1.54509570600056e-05,1.5725110975005192e-05,1.604764235074505e-05,1.6223601477786845e-05,1.652635951523813e-05,1.68645055477585e-05,1.6715515464028413e-05,1.6976141276113978e-05,1.7204975897331556e-05,1.7378798932443892e-05,1.7485899306191808e-05,1.8050126807448885e-05,1.7979080854075393e-05,1.80157775339494e-05,1.8425444971562334e-05,1.8233233149909877e-05,1.838135265011892e-05,1.822347731579422e-05,1.7942047916169434e-05,1.8120672627477648e-05,1.818526345804129e-05,1.8203949444640494e-05,1.7876421057449994e-05,1.8027650475001427e-05,1.7913597881098887e-05,1.822000870161174e-05,1.8455660379190827e-05,1.860442371118656e-05,1.8691729140570293e-05,1.8478597900631506e-05,1.8941504354223272e-05,1.9350393689664168e-05,1.949456833481112e-05,1.9662691356899524e-05,1.951517602050568e-05,1.9708244829007187e-05,1.9801774470716625e-05,1.950044027596931e-05,1.9749246830385033e-05,1.959575149956068e-05,1.9722627025634416e-05,2.0145586804727718e-05,1.9819586414387374e-05,1.9719664039505093e-05,1.9935566101786028e-05,2.0393879620018235e-05,2.0048787816554e-05,2.0570847570491e-05,2.084756793245089e-05,2.1180210810153148e-05,2.1259262811982332e-05,2.175576076558641e-05,2.210953672910824e-05
